# Time-averaged data for fix relax3
# TimeStep c_Tup c_Tdown c_allke c_allpe
897200 499.927 418.062 229.468 -28226.9
897300 500.949 417.527 229.937 -28226.8
897400 502.212 415.055 230.517 -28227.4
897500 499.923 418.285 229.466 -28226.7
897600 498.693 417.588 228.902 -28226.7
897700 500.012 419.237 229.507 -28227.7
897800 499.075 418.775 229.077 -28227.5
897900 499.255 418.359 229.159 -28227.6
898000 498.898 419.817 228.995 -28227.6
898100 499.602 418.341 229.319 -28228
898200 497.898 419.006 228.536 -28227.5
898300 497.134 421.237 228.186 -28227.7
898400 498.417 420.256 228.775 -28228.1
898500 498.128 420.61 228.642 -28228
898600 497.856 419.665 228.517 -28227.7
898700 499.105 419.541 229.091 -28228.2
898800 498.179 421.739 228.666 -28227.8
898900 497.483 418.964 228.346 -28227.4
899000 499.69 418.713 229.359 -28228.2
899100 497.633 420.892 228.415 -28227.5
899200 498.68 419.976 228.896 -28227.9
899300 499.467 420.507 229.257 -28228.3
899400 498.826 419.182 228.963 -28228
899500 497.382 420.903 228.3 -28227.5
899600 499.744 419.96 229.384 -28228.5
899700 498.081 420.936 228.62 -28227.7
899800 497.464 419.282 228.337 -28227.5
899900 500.122 421.288 229.557 -28228.7
900000 498.859 420.326 228.978 -28228.1
900100 497.306 420.824 228.265 -28227.3
900200 499.806 419.989 229.412 -28227.9
900300 499.635 418.448 229.334 -28227.6
900400 499.777 419.249 229.399 -28228
900500 499.039 421.443 229.06 -28228.2
900600 497.683 421.261 228.438 -28227.8
900700 498.284 420.479 228.714 -28228
900800 500.306 421.186 229.642 -28228.7
900900 497.069 419.768 228.156 -28226.8
901000 499.051 418.41 229.066 -28227.3
901100 499.759 418.757 229.391 -28227.3
901200 501.362 419.083 230.126 -28227.8
901300 500.519 418.613 229.74 -28227.5
901400 500.274 419.246 229.627 -28227.5
901500 499.667 418.735 229.349 -28227.3
901600 499.921 417.819 229.465 -28227.6
901700 496.819 419.988 228.041 -28226.6
901800 500.989 419.56 229.955 -28228.5
901900 498.665 418.887 228.889 -28227.5
902000 498.792 421.327 228.947 -28228.1
902100 498.601 420.976 228.859 -28228.3
902200 496.662 418.856 227.969 -28227.3
902300 497.777 419.911 228.481 -28227.6
902400 498.008 418.343 228.587 -28227.8
902500 496.797 420.031 228.031 -28227.3
902600 497.935 419.366 228.554 -28227.3
902700 501.281 417.673 230.089 -28228.2
902800 499.501 419.934 229.272 -28227.3
902900 499.7 418.565 229.364 -28227.3
903000 499.101 418.739 229.089 -28226.9
903100 500.521 418.154 229.741 -28227.4
903200 499.833 418.745 229.425 -28226.9
903300 501.993 418.751 230.416 -28227.4
903400 501.362 418.066 230.127 -28227.2
903500 501.102 418.811 230.007 -28227.4
903600 500.201 418.971 229.594 -28227.1
903700 500.577 417.987 229.766 -28227.5
903800 499.801 420.177 229.41 -28227.3
903900 500.208 418.927 229.597 -28227.3
904000 501.47 417.25 230.176 -28227.6
904100 499.981 419.079 229.493 -28227.3
904200 499.099 420.236 229.088 -28227.3
904300 499.679 420.386 229.354 -28227.6
904400 499.743 419.342 229.384 -28227.5
904500 500.242 417.668 229.613 -28227.8
904600 497.257 419.535 228.242 -28226.9
904700 499.327 421.068 229.192 -28228.1
904800 499.178 420.184 229.124 -28228.2
904900 500.026 419.585 229.514 -28228.9
905000 498.309 420.834 228.725 -28228.4
905100 495.688 421.852 227.522 -28227.5
905200 497.772 420.638 228.479 -28228.6
905300 496.892 421.088 228.075 -28228.4
905400 497.237 422.083 228.233 -28228.4
905500 497.32 421.046 228.271 -28228.2
905600 499.337 419.496 229.197 -28228.6
905700 498.004 419.433 228.585 -28227.6
905800 497.477 419.685 228.343 -28227.5
905900 498.845 419.503 228.971 -28228.2
906000 500.218 420.281 229.601 -28229.2
906100 496.394 422.463 227.846 -28228
906200 496.576 420.569 227.93 -28228.2
906300 497.929 421.175 228.551 -28228.9
906400 496.196 419.994 227.755 -28228.1
906500 496.785 422.691 228.026 -28228.6
906600 496.04 420.758 227.684 -28228.2
906700 497.326 420.881 228.274 -28228.5
906800 497.597 420.621 228.398 -28228.6
906900 498.216 420.815 228.683 -28228.9
907000 496.999 420.824 228.124 -28228.4
907100 496.598 421.83 227.94 -28228.4
907200 496.432 421.429 227.863 -28228
907300 499.347 419.004 229.202 -28228.6
907400 499.417 419.558 229.234 -28228.5
907500 497.008 421.221 228.128 -28228
907600 496.47 421.22 227.881 -28228.2
907700 497.992 422.49 228.58 -28228.7
907800 498.528 419.598 228.826 -28228.8
907900 496.046 421.809 227.687 -28227.9
908000 497.573 420.41 228.388 -28228.2
908100 498.86 421.299 228.978 -28228.4
908200 498.926 421.762 229.008 -28228.1
908300 500.587 418.284 229.771 -28228.6
908400 499.154 421.02 229.113 -28228.1
908500 498.003 420.411 228.585 -28227.8
908600 497.242 418.934 228.236 -28227.6
908700 499.062 419.909 229.071 -28228.5
908800 498.164 421.783 228.659 -28228.2
908900 497.769 420.075 228.477 -28228.2
909000 497.855 420.956 228.517 -28228.3
909100 496.442 419.054 227.868 -28227.7
909200 498.208 421.121 228.679 -28228.7
909300 497.25 420.644 228.239 -28228.4
909400 497.321 421.884 228.272 -28228.5
909500 498.028 421.477 228.596 -28228.8
909600 497.219 419.069 228.225 -28228.6
909700 496.521 422.573 227.904 -28228.5
909800 496.899 421.72 228.078 -28228.6
909900 496.513 419.721 227.901 -28228.3
910000 498.038 421.155 228.601 -28228.8
910100 496.337 422.293 227.82 -28228.2
910200 497.418 420.192 228.316 -28228.6
910300 497.636 421.482 228.416 -28228.6
910400 497.174 422.414 228.204 -28228.5
910500 496.893 419.142 228.075 -28228.4
910600 498.405 422.602 228.769 -28229.4
910700 494.399 421.612 226.93 -28228
910800 496.979 423.468 228.115 -28229.4
910900 495.882 423.071 227.611 -28228.9
911000 496.894 421.433 228.076 -28228.8
911100 496.745 420.798 228.007 -28228
911200 500.712 421.353 229.828 -28229.2
911300 497.327 418.412 228.274 -28227.4
911400 499.316 422.06 229.187 -28228.4
911500 499.141 420.495 229.107 -28228.5
911600 497.374 419.974 228.296 -28228
911700 497.525 420.161 228.365 -28228.3
911800 497.345 421.685 228.283 -28228.8
911900 496.005 422.43 227.668 -28228.6
912000 497.077 423.347 228.16 -28229.4
912100 496.357 421.993 227.829 -28229.4
912200 494.189 424.556 226.834 -28228.8
912300 494.968 422.047 227.191 -28229.4
912400 495.761 424.391 227.556 -28229.8
912500 495.93 425.434 227.633 -28230
912600 494.296 422.695 226.883 -28229.2
912700 493.908 422.391 226.705 -28228.8
912800 497.416 424.51 228.315 -28230
912900 495.618 421.359 227.49 -28228.9
913000 495.6 422.555 227.482 -28228.8
913100 496.773 421.661 228.02 -28228.8
913200 498.071 421.518 228.616 -28229
913300 497.252 420.487 228.24 -28228.2
913400 497.078 419.771 228.16 -28227.9
913500 497.744 420.701 228.466 -28228.2
913600 499.341 422.363 229.199 -28228.9
913700 498.068 419.837 228.615 -28228.2
913800 499.218 420.581 229.142 -28228.6
913900 496.434 419.837 227.865 -28227.5
914000 497.819 420.039 228.501 -28228.7
914100 495.951 422.484 227.643 -28228.5
914200 496.251 423.773 227.781 -28229
914300 496.825 420.265 228.044 -28229.2
914400 496.286 424.23 227.797 -28229.1
914500 496.29 420.859 227.798 -28228.6
914600 496.451 421.057 227.872 -28228.7
914700 497.081 421.264 228.161 -28229.2
914800 495.889 423.907 227.614 -28228.9
914900 496.538 422.533 227.912 -28229.3
915000 496.354 422.787 227.828 -28229.4
915100 495.136 422.519 227.269 -28229
915200 495.048 422.043 227.229 -28228.7
915300 496.63 420.89 227.954 -28229.3
915400 494.702 425.01 227.069 -28228.9
915500 496.659 423.808 227.968 -28229.5
915600 496.71 421.003 227.991 -28229.1
915700 497.158 421.737 228.197 -28228.8
915800 497.919 422.988 228.546 -28229.1
915900 496.461 420.471 227.877 -28228.4
916000 497.834 421.671 228.507 -28228.8
916100 497.262 422.186 228.244 -28228.8
916200 497.352 421.081 228.286 -28228.6
916300 497.1 421.224 228.17 -28228.5
916400 498.305 420.993 228.724 -28229.3
916500 495.711 422.93 227.533 -28228.9
916600 495.43 422.673 227.404 -28229.2
916700 494.536 422.556 226.993 -28229
916800 495.122 423.896 227.262 -28229.4
916900 496.581 423.198 227.932 -28230.3
917000 493.859 422.174 226.683 -28229.3
917100 494.135 423.547 226.809 -28229.5
917200 495.82 424.679 227.583 -28230.2
917300 493.89 424.15 226.697 -28229.5
917400 493.976 423.535 226.736 -28229.5
917500 495.425 422.454 227.402 -28229.6
917600 495.865 422.475 227.604 -28229.8
917700 493.697 423.603 226.608 -28229.3
917800 494.39 424.076 226.927 -28229.6
917900 495.69 423.303 227.523 -28229.9
918000 494.703 421.67 227.07 -28229.4
918100 495.465 423.554 227.42 -28230.1
918200 492.952 424.985 226.266 -28229.5
918300 493.361 422.283 226.454 -28229.7
918400 492.46 424.513 226.041 -28229.4
918500 493.702 424.513 226.611 -28230
918600 495.513 424.027 227.442 -28230.4
918700 493.532 422.818 226.533 -28229.1
918800 495.185 423.37 227.291 -28229.7
918900 494.941 425.078 227.179 -28229.8
919000 495.202 423.341 227.299 -28229.9
919100 495.274 423.876 227.332 -28229.8
919200 495.148 424.084 227.274 -28229.7
919300 495.259 423.726 227.325 -28230.2
919400 493.486 425.441 226.512 -28229.7
919500 495.423 424.969 227.4 -28230.5
919600 494.477 425.574 226.967 -28230.1
919700 494.83 425.34 227.128 -28230.3
919800 493.96 423.06 226.729 -28229.7
919900 493.881 424.746 226.693 -28229.5
920000 496.542 424.059 227.914 -28230.6
920100 493.552 424.553 226.542 -28229.4
920200 495.112 423.571 227.258 -28230.2
920300 493.789 426.466 226.65 -28230.3
920400 492.901 423.726 226.243 -28230.1
920500 495.04 427.139 227.225 -28231.1
920600 492.732 423.808 226.165 -28230.3
920700 492.668 426 226.136 -28230.5
920800 492.281 425.512 225.958 -28230.4
920900 491.624 424.887 225.657 -28230
921000 493.427 425.569 226.485 -28230.8
921100 493.522 427.238 226.528 -28231.2
921200 491.781 424.592 225.729 -28230.7
921300 490.805 428.637 225.281 -28230.7
921400 492.338 427.88 225.984 -28231.4
921500 492.657 424.433 226.131 -28230.7
921600 492.366 425.136 225.997 -28230.4
921700 493.184 426.311 226.373 -28230.6
921800 493.646 424.889 226.585 -28230.4
921900 494.892 423.077 227.157 -28230.3
922000 493.129 424.533 226.348 -28229.3
922100 496.303 423.03 227.804 -28230.6
922200 492.026 424.316 225.841 -28229.1
922300 493.752 425.795 226.634 -28230.2
922400 494.975 424.844 227.195 -28230.9
922500 492.127 424.841 225.887 -28229.7
922600 493.322 424.256 226.436 -28230.4
922700 493.452 426.425 226.496 -28230.4
922800 495.073 424.947 227.24 -28231.1
922900 492.653 425.978 226.129 -28230.2
923000 492.237 425.715 225.938 -28230.4
923100 492.059 425.476 225.856 -28230.5
923200 492.354 427.319 225.992 -28231
923300 492.754 426.458 226.176 -28231.3
923400 492.562 427.278 226.087 -28231.4
923500 491.634 428.299 225.661 -28231
923600 492.083 426.595 225.868 -28230.8
923700 491.662 426.174 225.674 -28230.2
923800 494.607 425.774 227.026 -28231.4
923900 492.774 424.835 226.185 -28230.4
924000 492.653 426.88 226.129 -28230.5
924100 492.359 426.518 225.994 -28230.2
924200 494.677 426.109 227.058 -28230.8
924300 495.057 424.572 227.233 -28230.7
924400 493.029 425.209 226.302 -28230
924500 493.641 425.517 226.583 -28230.7
924600 493.235 427.01 226.396 -28230.9
924700 492.864 426.603 226.226 -28230.7
924800 493.403 425.65 226.473 -28231.1
924900 490.679 427.086 225.223 -28230.2
925000 493.398 427.484 226.471 -28231.4
925100 492.719 426.037 226.16 -28231.2
925200 491.179 427.054 225.453 -28230.9
925300 490.816 426.286 225.286 -28231.1
925400 489.675 427.927 224.762 -28230.9
925500 490.825 428.086 225.29 -28231.3
925600 493.057 427.983 226.314 -28232
925700 492.291 426.155 225.963 -28231.1
925800 492.04 424.876 225.848 -28230.6
925900 491.583 425.205 225.638 -28230.3
926000 492.865 427.823 226.226 -28231.1
926100 492.97 424.848 226.274 -28231.2
926200 491.888 425.759 225.778 -28230.5
926300 492.388 425.319 226.007 -28230.9
926400 491.854 426.824 225.762 -28230.9
926500 491.441 426.275 225.573 -28230.7
926600 492.22 427.059 225.93 -28231.1
926700 489.606 425.248 224.731 -28229.9
926800 494.874 425.316 227.149 -28231.7
926900 491.459 425.942 225.581 -28230.1
927000 491.918 425.428 225.792 -28230.3
927100 494.767 424.97 227.099 -28231.4
927200 491.264 426.32 225.492 -28230.1
927300 493.04 426.213 226.307 -28230.8
927400 494.351 423.936 226.909 -28231
927500 492.865 426.112 226.226 -28230.1
927600 492.683 426.317 226.143 -28230.2
927700 493.931 425.041 226.716 -28230.5
927800 494.829 424.585 227.128 -28230.4
927900 493.191 424.538 226.376 -28229.8
928000 495.434 424.639 227.406 -28230.9
928100 494.071 425.74 226.78 -28230.6
928200 492.398 427.04 226.012 -28230.4
928300 493.585 426.351 226.557 -28231.2
928400 491.233 425.433 225.477 -28230.3
928500 492.937 425.194 226.259 -28231.2
928600 491 427.313 225.37 -28230.9
928700 491.002 428.941 225.371 -28231.3
928800 492.045 426.71 225.85 -28231.5
928900 491.704 427.328 225.693 -28230.8
929000 493.271 426.417 226.413 -28231
929100 493.833 425.559 226.67 -28230.9
929200 493.184 425.434 226.373 -28230
929300 492.672 423.85 226.138 -28229.2
929400 496.795 421.977 228.03 -28230.6
929500 494.032 423.862 226.762 -28229.6
929600 495.276 424.365 227.333 -28230.3
929700 493.86 424.606 226.683 -28229.8
929800 495.913 424.832 227.625 -28231
929900 491.721 424.847 225.701 -28229.3
930000 493.713 423.025 226.615 -28230
930100 493.758 423.968 226.636 -28230.1
930200 493.76 423.945 226.637 -28230.3
930300 492.435 426.252 226.029 -28230.4
930400 491.846 425.189 225.759 -28230.7
930500 491.208 427.137 225.466 -28231
930600 490.231 426.011 225.017 -28230.9
930700 491.32 427.282 225.517 -28231.1
930800 490.814 426.478 225.285 -28230.7
930900 493.38 426.415 226.463 -28231.3
931000 492.733 425.199 226.166 -28230.8
931100 493.979 426.712 226.738 -28231.1
931200 492.513 425.646 226.065 -28230.2
931300 493.864 424.227 226.685 -28230.6
931400 493.5 424.46 226.518 -28230.4
931500 493.419 426.426 226.481 -28230.6
931600 493.907 426.678 226.705 -28231
931700 493.886 425.46 226.695 -28231.4
931800 490.884 429.188 225.317 -28230.9
931900 491.76 428.741 225.719 -28231.7
932000 490.086 427.601 224.951 -28231.1
932100 489.214 426.311 224.551 -28230.9
932200 492.119 428.508 225.884 -28232.1
932300 489.295 428.347 224.588 -28230.6
932400 493.25 427.161 226.403 -28231.9
932500 492.518 426.696 226.067 -28231.2
932600 492.696 426.448 226.149 -28231
932700 492.08 426.166 225.866 -28230.5
932800 493.204 425.992 226.382 -28231.2
932900 491.963 426.527 225.812 -28231.1
933000 490.834 428.85 225.294 -28231.1
933100 492.054 427.601 225.854 -28231.6
933200 491.276 425.855 225.497 -28231.2
933300 490.969 429.135 225.356 -28231.3
933400 491.879 427.101 225.774 -28231.7
933500 490.945 426.918 225.345 -28231.4
933600 490.068 427.472 224.943 -28231.2
933700 490.873 430.14 225.312 -28231.6
933800 491.91 427.198 225.788 -28231.9
933900 488.63 425.621 224.283 -28230.6
934000 491.358 426.884 225.535 -28231.9
934100 491.977 428.871 225.819 -28232.4
934200 489.043 428.775 224.472 -28231.2
934300 490.693 428.134 225.23 -28231.5
934400 492.485 426.205 226.052 -28232.1
934500 490.287 427.802 225.043 -28231.5
934600 490.445 428.887 225.116 -28231.8
934700 490.251 428.614 225.027 -28231.7
934800 489.243 428.344 224.564 -28231.2
934900 489.572 426.748 224.715 -28231
935000 492.925 427.376 226.254 -28232.4
935100 489.238 429.093 224.562 -28231
935200 491.609 426.816 225.65 -28231.8
935300 490.779 427.562 225.269 -28231.2
935400 492.263 427.013 225.95 -28231.7
935500 491.523 426.481 225.61 -28231.3
935600 489.96 426.518 224.893 -28230.6
935700 492.762 427.742 226.179 -28231.8
935800 491.472 427.016 225.587 -28231.3
935900 492.61 427.781 226.11 -28232
936000 489.59 426.29 224.723 -28230.8
936100 491 426.739 225.37 -28231.8
936200 487.525 428.203 223.775 -28230.8
936300 492.448 429.376 226.035 -28233.2
936400 489.182 429.581 224.536 -28231.9
936500 489.207 429.983 224.547 -28232.3
936600 489.039 429.759 224.47 -28232.1
936700 490.054 429.041 224.936 -28232.3
936800 489.167 428.733 224.529 -28231.9
936900 489.683 428.608 224.766 -28232.2
937000 489.597 430.627 224.726 -28232.3
937100 489.317 428.238 224.598 -28232.1
937200 489.484 429.814 224.675 -28232
937300 491.062 429.091 225.399 -28232.6
937400 490.672 428.953 225.22 -28232.3
937500 488.604 428.715 224.271 -28231.3
937600 490.542 428.76 225.16 -28231.7
937700 492.662 427.295 226.133 -28232.2
937800 490.997 426.99 225.369 -28231.6
937900 489.594 428.909 224.725 -28231.1
938000 491.028 425.576 225.383 -28231.9
938100 489.26 430.649 224.572 -28231.5
938200 489.768 427.552 224.805 -28231.6
938300 490.575 427.242 225.175 -28231.8
938400 489.463 429.021 224.665 -28231.5
938500 490.83 427.29 225.292 -28231.8
938600 490.559 427.778 225.168 -28231.7
938700 490.984 428.496 225.363 -28232
938800 489.132 426.242 224.513 -28230.9
938900 490.891 427.417 225.32 -28232
939000 489.495 427.573 224.68 -28231.5
939100 490.002 429.761 224.912 -28231.9
939200 490.557 429.299 225.167 -28232.3
939300 488.637 426.734 224.286 -28231.6
939400 488.895 430.068 224.404 -28232.1
939500 487.564 429.599 223.793 -28231.7
939600 490.236 428.411 225.02 -28232.5
939700 491.909 429.695 225.787 -28233.3
939800 488.438 429.123 224.194 -28231.9
939900 488.266 430.057 224.115 -28232
940000 489.253 429.58 224.568 -28232.5
940100 489.926 429.185 224.878 -28232.7
940200 488.609 430.19 224.273 -28232
940300 491.933 429.555 225.799 -28233.4
940400 487.736 428.983 223.872 -28231.6
940500 488.882 430.381 224.398 -28232.3
940600 490.632 429.736 225.201 -28232.8
940700 489.226 428.503 224.556 -28231.8
940800 488.911 427.878 224.411 -28231.4
940900 490.436 428.293 225.112 -28231.9
941000 489.832 427.149 224.834 -28231.3
941100 492.163 427.917 225.904 -28232.3
941200 490.202 427.631 225.004 -28231.3
941300 489.711 426.472 224.779 -28231.1
941400 490.906 429.891 225.327 -28232.1
941500 490.062 427.036 224.94 -28231.6
941600 488.887 427.092 224.4 -28231
941700 491.462 428.566 225.582 -28232.4
941800 490.192 428.733 225 -28231.9
941900 490.396 430.027 225.093 -28232.3
942000 490.075 430.059 224.946 -28232.2
942100 490.293 429.208 225.046 -28232.3
942200 487.675 429.666 223.844 -28231.5
942300 491.158 428.97 225.443 -28233.2
942400 488.6 430.092 224.269 -28232.2
942500 488.871 431.204 224.393 -28232.5
942600 488.888 430.252 224.401 -28232.4
942700 490.904 429.233 225.326 -28233
942800 488.722 430.256 224.325 -28232
942900 488.967 428.375 224.437 -28231.9
943000 487.522 428.654 223.774 -28231.1
943100 491.731 428.2 225.706 -28232.5
943200 489.921 429.231 224.875 -28231.5
943300 492.338 427.535 225.984 -28232.5
943400 489.188 428.894 224.539 -28231.3
943500 490.659 428.012 225.214 -28232.2
943600 488.584 429.609 224.261 -28231.5
943700 490.476 428.514 225.13 -28232.5
943800 488.808 429.842 224.364 -28231.8
943900 489.901 429.768 224.866 -28232.3
944000 489.373 428.227 224.623 -28231.8
944100 491.392 428.312 225.55 -28232.2
944200 490.349 427.656 225.072 -28231.8
944300 488.854 429.49 224.386 -28231.1
944400 491.167 426.728 225.447 -28231.9
944500 490.592 428.138 225.183 -28231.4
944600 490.838 426.058 225.296 -28231.5
944700 490.83 428.903 225.292 -28231.8
944800 489.747 428.258 224.795 -28231.6
944900 488.093 428.586 224.036 -28231.1
945000 492.127 428.157 225.888 -28232.9
945100 490.382 428.766 225.087 -28232.5
945200 488.478 430.551 224.213 -28232.3
945300 487.798 429.798 223.901 -28232.3
945400 488.076 431.006 224.028 -28232.5
945500 489.145 431.232 224.519 -28232.9
945600 488.247 428.373 224.107 -28232.4
945700 488.396 430.664 224.175 -28232.3
945800 490.723 429.076 225.243 -28232.9
945900 488.541 430.964 224.242 -28232.3
946000 488.652 427.869 224.293 -28232.7
946100 487.152 431.745 223.604 -28232.5
946200 487.508 432.043 223.767 -28233.1
946300 487.553 431.549 223.788 -28233
946400 488.243 429.252 224.105 -28233.2
946500 486.624 431.515 223.362 -28232.6
946600 488.704 431.638 224.316 -28233.4
946700 486.2 430.194 223.167 -28231.9
946800 490.865 429.023 225.309 -28233.3
946900 488.426 429.779 224.189 -28232.3
947000 487.685 429.173 223.849 -28232
947100 488.924 429.68 224.418 -28232.5
947200 489.784 430.838 224.812 -28232.7
947300 489.62 428.307 224.737 -28232.7
947400 487.212 430.577 223.632 -28231.9
947500 488.506 430.834 224.226 -28232.6
947600 489.356 429.985 224.616 -28233.1
947700 487.538 430.21 223.781 -28232.6
947800 487.468 429.86 223.749 -28232.6
947900 488.272 431.674 224.118 -28232.9
948000 488.185 430.023 224.078 -28232.8
948100 489.619 430.448 224.737 -28233.4
948200 486.221 432.193 223.177 -28232.2
948300 487.427 429.79 223.731 -28232.8
948400 488.234 431.463 224.101 -28233.3
948500 488.909 431.962 224.41 -28233.6
948600 488.004 431.341 223.995 -28233
948700 486.67 430.601 223.383 -28232.4
948800 488.458 429.903 224.203 -28233
948900 489.294 432.127 224.587 -28233.1
949000 490.486 428.212 225.134 -28233.3
949100 486.468 429.253 223.29 -28231.3
949200 488.789 429.592 224.356 -28232.3
949300 489.604 430.065 224.73 -28232.7
949400 488.33 429.685 224.145 -28231.9
949500 489.31 427.97 224.595 -28231.8
949600 490.586 426.136 225.18 -28232.2
949700 489.45 428.745 224.659 -28232.1
949800 489.182 430.258 224.536 -28232.4
949900 487.425 429.315 223.729 -28231.7
950000 488.129 428.873 224.053 -28231.8
950100 489.715 428.575 224.781 -28232.3
950200 490.95 428.83 225.347 -28232.3
950300 489.405 427.161 224.638 -28231.4
950400 491.021 428.401 225.38 -28232.3
950500 489.233 429.537 224.559 -28231.8
950600 491.437 428.923 225.571 -28232.8
950700 489.819 429.258 224.828 -28232.6
950800 487.888 429.412 223.942 -28232.6
950900 486.666 431.712 223.381 -28232.8
951000 487.337 432.337 223.689 -28233.3
951100 487.039 430.747 223.552 -28232.8
951200 487.036 428.678 223.551 -28232.5
951300 488.715 431.654 224.322 -28233.4
951400 487.331 431.47 223.686 -28232.8
951500 488.392 432.63 224.173 -28233
951600 489.203 429.551 224.545 -28232.7
951700 488.788 427.41 224.355 -28232.1
951800 488.881 430.274 224.398 -28232.1
951900 491.28 430.945 225.499 -28233.1
952000 489.433 428.363 224.651 -28232.1
952100 487.884 429.252 223.94 -28231.4
952200 491.644 428.151 225.666 -28232.9
952300 488.6 430.412 224.269 -28231.8
952400 488.485 428.386 224.216 -28231.9
952500 489.804 429.725 224.821 -28232.7
952600 488.612 429.983 224.274 -28232.7
952700 488.684 430.902 224.307 -28233
952800 488.082 431.265 224.031 -28233.1
952900 486.211 431.861 223.172 -28232.7
953000 487.17 430.608 223.612 -28233.1
953100 488.02 432.366 224.002 -28233.5
953200 487.156 431.516 223.606 -28233.2
953300 486.712 431.433 223.402 -28232.7
953400 488.25 430.529 224.108 -28232.8
953500 490.091 428.988 224.953 -28233.1
953600 488.169 431.288 224.071 -28232.4
953700 489.129 428.101 224.512 -28233
953800 487.401 431.303 223.718 -28232.6
953900 486.991 431.213 223.53 -28232.4
954000 489.148 429.159 224.52 -28233.1
954100 488.115 430.586 224.046 -28232.9
954200 486.273 430.248 223.201 -28232.5
954300 488.495 433.463 224.221 -28233.8
954400 488.134 430.686 224.055 -28233.6
954500 486.172 430.231 223.154 -28232.5
954600 489.314 431.331 224.597 -28233.9
954700 485.593 430.467 222.889 -28232.3
954800 487.604 429.814 223.811 -28232.9
954900 488.456 431.022 224.203 -28233.4
955000 486.622 432.052 223.361 -28232.8
955100 488.548 430.511 224.245 -28233.2
955200 487.755 428.38 223.881 -28232.6
955300 488.064 431.656 224.023 -28233.2
955400 487.01 430.136 223.539 -28233.1
955500 485.016 430.891 222.624 -28232.4
955600 488.055 431.687 224.019 -28233.6
955700 487.42 430.936 223.727 -28233.5
955800 486.82 433.076 223.452 -28233.5
955900 486.71 431.948 223.401 -28233.7
956000 486.755 433.103 223.422 -28234
956100 486.066 433.299 223.106 -28234.2
956200 484.785 432.918 222.518 -28233.6
956300 484.805 433.438 222.527 -28233.4
956400 485.732 432.18 222.952 -28233.3
956500 488.026 431.855 224.005 -28233.7
956600 488.943 430.996 224.426 -28233.7
956700 487.355 431.509 223.697 -28233.3
956800 486.714 431.014 223.403 -28233
956900 488.161 430.714 224.067 -28233.9
957000 486.328 432.902 223.226 -28233.8
957100 484.673 433.761 222.466 -28233.4
957200 485.874 432.415 223.018 -28233.9
957300 484.713 433.074 222.485 -28233.2
957400 487.939 432.589 223.965 -28234.1
957500 486.98 430.234 223.525 -28233.2
957600 486.719 430.932 223.405 -28233
957700 485.992 430.699 223.072 -28232.5
957800 488.981 429.645 224.444 -28233.6
957900 488.36 431.474 224.158 -28233.5
958000 485.858 431.655 223.01 -28232.6
958100 487.271 433.1 223.659 -28233.5
958200 487.528 432.029 223.777 -28233.5
958300 487.932 431.484 223.962 -28233.6
958400 487.998 431.357 223.993 -28233.8
958500 486.372 431.211 223.246 -28233.3
958600 484.842 432.873 222.544 -28233
958700 486.871 431.105 223.475 -28234.1
958800 486.495 432.197 223.303 -28234
958900 484.912 432.202 222.576 -28233.6
959000 484.715 431.776 222.486 -28233.6
959100 484.739 434.811 222.497 -28233.7
959200 485.853 431.055 223.008 -28233.7
959300 486.772 431.59 223.43 -28233.4
959400 486.798 429.429 223.442 -28233.2
959500 487.028 432.944 223.547 -28233.1
959600 489.527 429.617 224.694 -28233.6
959700 487.737 431.483 223.873 -28232.5
959800 487.486 429.708 223.757 -28232.5
959900 488.196 429.821 224.084 -28232.9
960000 487.684 431.084 223.848 -28232.9
960100 488.977 430.453 224.442 -28233.6
960200 486.786 431.364 223.436 -28232.9
960300 486.935 431.531 223.504 -28233.2
960400 487.81 431.79 223.906 -28233.4
960500 487.712 431.753 223.861 -28233.5
960600 487.117 433.113 223.588 -28233.4
960700 486.973 430.138 223.522 -28233.3
960800 487.332 431.639 223.687 -28233.6
960900 485.704 431.524 222.939 -28233.3
961000 486.042 434.358 223.095 -28233.9
961100 486.209 431.631 223.171 -28234.1
961200 485.263 435.306 222.737 -28233.9
961300 486.735 432.73 223.413 -28234.2
961400 485.941 432.386 223.048 -28233.5
961500 486.227 432.297 223.179 -28233.5
961600 485.417 431.765 222.808 -28232.8
961700 488.268 431.033 224.116 -28233.3
961800 488.263 429.991 224.114 -28232.9
961900 488.997 431.205 224.451 -28232.9
962000 488.587 428.819 224.263 -28232.4
962100 489.14 428.954 224.517 -28232.6
962200 488.745 431.374 224.335 -28232.5
962300 487.457 428.665 223.744 -28231.9
962400 489.101 429.395 224.498 -28232.6
962500 487.769 429.375 223.887 -28232
962600 489.688 430.844 224.768 -28233.1
962700 488.457 431.16 224.203 -28232.5
962800 489.369 429.104 224.622 -28232.9
962900 489.182 430.572 224.536 -28233.1
963000 486.88 432.547 223.479 -28232.8
963100 486.77 429.563 223.429 -28233
963200 487.425 432.883 223.73 -28233.5
963300 487.198 431.493 223.625 -28233.6
963400 485.416 432.729 222.807 -28233
963500 487.481 433.817 223.755 -28234
963600 486.651 431.183 223.374 -28233.5
963700 487.285 433.111 223.665 -28233.9
963800 485.764 430.325 222.967 -28233.1
963900 486.18 433.037 223.158 -28232.9
964000 488.391 429.156 224.173 -28233.1
964100 488.05 428.393 224.016 -28232.9
