# Time-averaged data for fix relax3
# TimeStep c_Tup c_Tdown c_allke c_allpe
713000 589.622 329.328 270.638 -28184.4
713100 591.727 327.518 271.604 -28185.1
713200 592.742 327.951 272.07 -28185.2
713300 591.249 326.525 271.385 -28184.6
713400 590.734 326.674 271.149 -28184.4
713500 591.723 328.53 271.603 -28185
713600 591.33 328.328 271.422 -28185.2
713700 590.194 328.303 270.901 -28184.9
713800 591.319 328.067 271.417 -28185.4
713900 589.503 327.833 270.584 -28185.1
714000 588.144 327.918 269.96 -28185
714100 588.455 329.221 270.103 -28185.5
714200 589.237 329.123 270.461 -28185.9
714300 588.085 330.585 269.933 -28185.5
714400 588.692 328.519 270.211 -28186.3
714500 588.137 332.197 269.957 -28186.5
714600 585.177 329.723 268.598 -28185.4
714700 588.806 329.89 270.263 -28186.8
714800 584.61 328.808 268.338 -28184.9
714900 587.447 330.993 269.64 -28186.2
715000 588.716 329.605 270.222 -28186.7
715100 587.887 330.893 269.842 -28186.3
715200 588.429 331.214 270.091 -28186.5
715300 587.265 329.962 269.556 -28185.7
715400 588.736 327.993 270.231 -28185.9
715500 587.274 329.78 269.561 -28185.3
715600 589.487 329.125 270.576 -28186.2
715700 589.248 330.309 270.466 -28186.4
715800 589.009 330.781 270.357 -28186.6
715900 586.521 330.612 269.215 -28186
716000 586.326 330.929 269.125 -28186.5
716100 585.677 332.445 268.827 -28186.6
716200 584.512 332.028 268.293 -28186.3
716300 586.067 331.949 269.006 -28187.2
716400 585.905 332.192 268.932 -28187.2
716500 587.593 332.671 269.707 -28188.2
716600 584.762 334.173 268.407 -28187.5
716700 584.018 335.002 268.066 -28187.5
716800 581.836 332.903 267.064 -28186.4
716900 584.459 332.957 268.268 -28187.3
717000 586.84 332.034 269.361 -28188.2
717100 586.105 335.656 269.024 -28187.9
717200 585.982 334.296 268.968 -28187.9
717300 585.669 333.677 268.824 -28188.2
717400 584.741 334.821 268.398 -28188.2
717500 581.114 335.949 266.733 -28187
717600 584.069 333.631 268.089 -28188.1
717700 583.88 333.596 268.003 -28187.7
717800 584.079 332.502 268.094 -28187.3
717900 585.165 333.549 268.592 -28187.9
718000 582.246 332.766 267.253 -28186.6
718100 585.989 333.482 268.97 -28187.8
718200 585.95 333.059 268.953 -28187.4
718300 586.414 330.865 269.165 -28187.7
718400 582.137 332.238 267.202 -28186.4
718500 585.677 335.755 268.827 -28188.4
718600 582.689 332.723 267.456 -28187.2
718700 584.156 335.485 268.129 -28188.3
718800 583.079 335.776 267.635 -28188
718900 583.522 334.106 267.838 -28188.1
719000 584.622 335.325 268.343 -28188.6
719100 584.325 337.685 268.207 -28188.5
719200 584.387 334.66 268.235 -28188.6
719300 582.928 336.555 267.565 -28188.2
719400 584.726 335.589 268.391 -28189.2
719500 582.672 335.632 267.448 -28188.6
719600 581.663 338.012 266.985 -28188.7
719700 582.056 336.249 267.165 -28189.2
719800 581.081 337.215 266.718 -28189.2
719900 579.764 339.274 266.113 -28189
720000 580.058 337.746 266.248 -28189
720100 580.422 336.94 266.415 -28188.7
720200 582.947 335.914 267.574 -28189.1
720300 581.932 334.246 267.109 -28188
720400 584.961 333.97 268.499 -28188.8
720500 583.177 335.531 267.68 -28188.1
720600 582.998 335.591 267.598 -28188.7
720700 580.244 337.531 266.333 -28188.2
720800 582.397 335.934 267.322 -28189.4
720900 581.376 335.455 266.853 -28188.7
721000 581.982 336.071 267.131 -28189
721100 579.708 336.463 266.088 -28187.9
721200 583.625 336.434 267.886 -28189.2
721300 583.361 335.621 267.764 -28189.3
721400 582.402 338.154 267.324 -28189.7
721500 580.654 338.179 266.522 -28189.4
721600 579.476 336.957 265.981 -28189
721700 579.2 338.313 265.854 -28189
721800 580.773 338.999 266.577 -28189.9
721900 579.99 337.514 266.217 -28189.7
722000 579.978 338.118 266.212 -28189.6
722100 580.491 339.142 266.447 -28189.9
722200 579.099 339.267 265.808 -28189.3
722300 582.076 336.8 267.174 -28190.1
722400 580.413 338.33 266.411 -28189.2
722500 582.584 337.062 267.408 -28190.2
722600 580.66 337.908 266.525 -28189.7
722700 580.786 338.205 266.583 -28190.1
722800 579.041 339.461 265.782 -28189.8
722900 579.165 340.562 265.838 -28190.4
723000 577.854 340.709 265.237 -28190
723100 577.941 338.437 265.276 -28189.7
723200 580.926 337.291 266.647 -28190.8
723300 578.986 339.166 265.756 -28190.2
723400 577.813 339.634 265.218 -28190.1
723500 577.239 339.421 264.954 -28190.3
723600 578.147 340.745 265.371 -28190.8
723700 577.518 340.187 265.082 -28190.7
723800 577.088 339.429 264.885 -28190.6
723900 578.839 340.574 265.689 -28191.4
724000 577.312 341.326 264.988 -28190.8
724100 575.332 341.329 264.079 -28190
724200 577.602 339.699 265.121 -28190.7
724300 578.258 340.114 265.422 -28190.8
724400 579.088 339.568 265.803 -28191.3
724500 577.209 341.031 264.941 -28190.9
724600 577.708 341.45 265.17 -28191.4
724700 576.24 340.916 264.496 -28191
724800 575.473 341.833 264.144 -28190.8
724900 577.464 340.723 265.058 -28191.3
725000 577.02 340.494 264.854 -28191
725100 577.717 342.513 265.174 -28191.4
725200 576.42 340.761 264.578 -28190.6
725300 578.707 339.269 265.628 -28191
725400 578.77 340.447 265.657 -28190.8
725500 577.609 338.783 265.124 -28190
725600 576.868 338.806 264.784 -28189.8
725700 578.939 341.092 265.735 -28191.1
725800 578.437 339.503 265.504 -28191
725900 577.621 340.696 265.129 -28190.7
726000 577.721 340.049 265.175 -28190.9
726100 577.313 341.137 264.988 -28191
726200 575.679 339.446 264.238 -28190.6
726300 574.523 340.863 263.708 -28190.7
726400 576.653 342.317 264.685 -28191.9
726500 575.808 344.327 264.298 -28191.9
726600 576.017 343.943 264.394 -28192
726700 576.926 341.946 264.811 -28192.1
726800 575.482 341.183 264.148 -28191.4
726900 575.254 341.789 264.043 -28191.2
727000 574.941 341.792 263.899 -28191.2
727100 575.323 342.809 264.075 -28191.4
727200 576.54 343.104 264.634 -28192.1
727300 576.583 344.628 264.653 -28192.2
727400 575.569 344.228 264.188 -28191.2
727500 580.035 340.75 266.238 -28192.4
727600 575.706 340.969 264.251 -28190.4
727700 575.962 342.305 264.368 -28191.1
727800 578.305 342.401 265.444 -28192.5
727900 576.318 343.965 264.532 -28192.4
728000 574.731 344.888 263.803 -28192.3
728100 573.316 345.021 263.154 -28192.1
728200 575.399 345.599 264.11 -28192.9
728300 574.098 343.629 263.513 -28192.2
728400 573.11 342.732 263.059 -28191.6
728500 575.869 343.548 264.325 -28192.8
728600 573.503 344.785 263.24 -28192
728700 575.669 346.049 264.234 -28193.1
728800 572.429 344.086 262.747 -28191.4
728900 575.024 342.042 263.938 -28192.1
729000 577.033 342.123 264.86 -28192.7
729100 574.115 343.823 263.52 -28191.6
729200 574.651 344.882 263.766 -28192
729300 574.364 342.011 263.635 -28191.8
729400 575.405 343.631 264.113 -28192.2
729500 574.214 342.625 263.566 -28191.5
729600 575.585 342.312 264.195 -28192
729700 575.625 342.517 264.214 -28192.1
729800 574.606 344.531 263.746 -28192.3
729900 572.48 344.471 262.77 -28191.9
730000 574.82 344.502 263.844 -28193.2
730100 573.877 344.699 263.411 -28193.3
730200 571.925 346.796 262.515 -28193.2
730300 571.832 346.42 262.473 -28193.5
730400 571.719 346.57 262.421 -28193.4
730500 571.14 347.235 262.155 -28193.2
730600 573.769 346.847 263.362 -28194.2
730700 572.415 347.577 262.74 -28193.4
730800 573.197 345.682 263.099 -28193.4
730900 572.845 343.315 262.938 -28192.7
731000 571.857 343.961 262.484 -28192.5
731100 573.835 346.253 263.392 -28193.8
731200 571.989 346.017 262.545 -28193
731300 573.467 346.921 263.223 -28193.9
731400 571.379 347.664 262.264 -28193.3
731500 571.203 347.954 262.184 -28193.2
731600 572.991 345.093 263.004 -28193.8
731700 572.362 346.617 262.716 -28193.4
731800 571.533 344.667 262.335 -28193.1
731900 571.388 343.415 262.269 -28193.2
732000 572.296 349.106 262.685 -28194.1
732100 571.952 346.669 262.528 -28194.1
732200 569.724 348.164 261.505 -28193.1
732300 572.217 345.854 262.649 -28194.2
732400 569.902 346.883 261.587 -28193.5
732500 570.751 346.129 261.976 -28193.5
732600 572.247 346.57 262.663 -28193.8
732700 572.803 345.892 262.918 -28194.1
732800 571.288 347.615 262.223 -28193.9
732900 570.439 347.755 261.833 -28194
733000 570.899 348.88 262.044 -28194.4
733100 569.723 348.929 261.505 -28193.7
733200 570.634 345.44 261.922 -28193.6
733300 572.255 347.364 262.666 -28194.1
733400 572.701 345.142 262.871 -28194
733500 570.549 346.384 261.884 -28192.8
733600 574.145 345.541 263.534 -28194.2
733700 572.555 345.963 262.804 -28193.7
733800 570.498 347.069 261.86 -28193.1
733900 571.828 344.964 262.47 -28193.6
734000 571.302 345.596 262.229 -28193.4
734100 569.581 346.544 261.439 -28192.7
734200 571.38 347.006 262.265 -28193.5
734300 573.208 346.425 263.104 -28193.9
734400 572.51 344.429 262.784 -28193.4
734500 572.181 345.995 262.633 -28193.7
734600 572.084 345.305 262.588 -28194.3
734700 568.261 348.595 260.833 -28193.2
734800 571.248 347.445 262.204 -28195.1
734900 567.172 347.866 260.334 -28193.7
735000 569.736 351.115 261.511 -28195.3
735100 569.687 347.828 261.488 -28195.3
735200 569.006 349.605 261.176 -28194.9
735300 567.99 348.831 260.709 -28194.4
735400 568.238 350.026 260.823 -28194.5
735500 569.881 347.427 261.577 -28195.1
735600 568.568 350.009 260.974 -28194.5
735700 569.212 347.7 261.27 -28194.9
735800 568.371 348.949 260.884 -28194.4
735900 569.866 349.864 261.57 -28195.1
736000 568.986 350.1 261.166 -28194.8
736100 568.574 348.682 260.977 -28194.7
736200 570.336 349.31 261.786 -28195.7
736300 567.81 351.495 260.626 -28194.6
736400 569.697 349.812 261.492 -28195.4
736500 568.745 350.477 261.055 -28195.1
736600 569.19 350.591 261.26 -28195.1
736700 568.591 350.172 260.985 -28194.8
736800 570.058 349.817 261.658 -28195.4
736900 568.563 349.255 260.972 -28194.8
737000 569.524 349.341 261.413 -28195.1
737100 568.601 349.334 260.989 -28194.6
737200 569.552 348.679 261.426 -28195
737300 568.258 348.768 260.832 -28194.7
737400 567.517 350.191 260.492 -28194.7
737500 568.837 351.151 261.098 -28195.5
737600 567.305 349.342 260.395 -28195.2
737700 567.42 351.839 260.447 -28195.7
737800 567.625 350.617 260.541 -28195.7
737900 567.491 350.953 260.48 -28195.6
738000 567.253 352.152 260.37 -28195.6
738100 567.622 350.012 260.54 -28195.2
738200 568.652 349.959 261.013 -28195.7
738300 567.011 352.143 260.26 -28194.9
738400 570.302 349.572 261.77 -28195.9
738500 567.6 348.832 260.53 -28194.6
738600 567.729 348.849 260.589 -28194.8
738700 569.36 350.993 261.338 -28195.5
738800 569.205 349.163 261.267 -28195.8
738900 567.618 351.644 260.538 -28195.4
739000 566.797 350.033 260.161 -28195.3
739100 567.59 352.15 260.526 -28196
739200 565.721 350.397 259.667 -28195.4
739300 565.98 352.948 259.787 -28195.8
739400 567.51 352.605 260.488 -28196.5
739500 567.278 350.616 260.382 -28196.3
739600 563.516 351.899 258.656 -28195.3
739700 566.822 354.997 260.173 -28197.3
739800 564.676 354.097 259.188 -28196.3
739900 566.972 354.097 260.242 -28197.1
740000 565.284 351.648 259.467 -28196.2
740100 566.528 351.245 260.038 -28196.4
740200 567.042 350.93 260.274 -28196.3
740300 565.503 353.912 259.567 -28196
740400 566.056 352.461 259.821 -28196.3
740500 566.461 352.3 260.007 -28196.3
740600 565.012 351.612 259.342 -28195.8
740700 565.993 353.697 259.792 -28196.5
740800 566.285 352.09 259.926 -28196.4
740900 566.342 352.84 259.953 -28196.7
741000 565.229 352.689 259.442 -28196.5
741100 564.517 352.327 259.115 -28196.1
741200 566.023 352.493 259.806 -28196.8
741300 565.616 353.075 259.619 -28197
741400 563.844 354.695 258.806 -28196.6
741500 565.231 356.161 259.442 -28197.3
741600 564.736 352.393 259.216 -28196.9
741700 565.201 354.064 259.429 -28196.9
741800 565.453 353.499 259.544 -28196.8
741900 564.71 353.527 259.204 -28196.5
742000 565.054 353.676 259.362 -28197
742100 564.543 354.416 259.127 -28196.8
742200 564.969 353.41 259.322 -28196.8
742300 564.576 353.25 259.142 -28196.6
742400 565.383 354.207 259.512 -28197.3
742500 563.908 351.879 258.836 -28196.8
742600 564.422 352.497 259.071 -28197.2
742700 563.459 356.39 258.629 -28197.1
742800 564.266 353.28 259 -28197.5
742900 563.476 355.259 258.637 -28197.4
743000 564.067 355.931 258.908 -28198
743100 562.381 353.676 258.134 -28197.3
743200 563.148 356.236 258.487 -28197.6
743300 562.403 353.287 258.144 -28197
743400 563.299 354.307 258.556 -28197.4
743500 563.476 354.191 258.637 -28197.5
743600 563.724 353.765 258.751 -28197.6
743700 562.11 354.076 258.01 -28196.9
743800 564.379 354.923 259.051 -28197.9
743900 561.993 354.328 257.956 -28197
744000 563.356 354.842 258.582 -28197.7
744100 562.328 355.969 258.11 -28197
744200 563.326 352.95 258.568 -28197.4
744300 563.882 354.827 258.823 -28197.7
744400 563.314 354.801 258.563 -28197.6
744500 564.321 355.256 259.025 -28198
744600 563.622 356.448 258.704 -28197.6
744700 562.99 355.297 258.414 -28197.1
744800 564.903 352.941 259.292 -28197.7
744900 563.638 355.775 258.711 -28197.1
745000 566.253 355.07 259.912 -28197.9
745100 563.694 352.401 258.737 -28196.7
745200 564.478 354.393 259.097 -28197.6
745300 561.608 355.035 257.78 -28196.7
745400 564.197 356.367 258.968 -28198
745500 562.358 354.933 258.124 -28197.4
745600 563.704 354.371 258.742 -28197.8
745700 564.358 355.227 259.042 -28198
745800 562.677 354.995 258.271 -28197.1
745900 563.837 354.576 258.803 -28197.5
746000 564.264 354.194 258.999 -28197.8
746100 562.365 355.22 258.127 -28197.6
746200 562.396 356.799 258.141 -28198.3
746300 560.923 358.928 257.465 -28197.9
746400 562.746 356.665 258.302 -28198.7
746500 560.469 357.495 257.257 -28197.7
746600 563.832 356.509 258.8 -28199
746700 561.691 355.662 257.818 -28197.7
746800 561.452 357.66 257.708 -28197.6
746900 562.994 355.748 258.416 -28197.9
747000 563.66 355.307 258.722 -28197.7
747100 565.704 354.357 259.659 -28198.7
747200 562.355 356.897 258.123 -28197.4
747300 562.097 355.393 258.004 -28197.3
747400 563.072 353.617 258.452 -28197.7
747500 562.642 357.3 258.254 -28198
747600 560.641 356.474 257.336 -28197.4
747700 562.812 353.799 258.332 -28198
747800 562.906 356.524 258.376 -28198.2
747900 561.417 355.464 257.692 -28197.9
748000 563.12 357.232 258.473 -28199
748100 561.761 358.601 257.85 -28198.8
748200 560.922 357.698 257.465 -28198.5
748300 560.645 356.405 257.338 -28198.4
748400 561.314 359.145 257.644 -28198.7
748500 560.705 357.351 257.365 -28198.2
748600 563.057 357.806 258.445 -28198.9
748700 563.398 355.896 258.601 -28198.7
748800 561.551 355.405 257.754 -28198
748900 561.028 356.345 257.513 -28197.8
749000 563.446 355.892 258.623 -28198.6
749100 560.816 357.477 257.416 -28197.6
749200 562.451 355.222 258.167 -28198.3
749300 561.956 355.865 257.939 -28198.3
749400 561.35 357.518 257.661 -28198.5
749500 560.163 357.328 257.117 -28198
749600 561.838 356.234 257.885 -28198.4
749700 561.754 355.891 257.847 -28198.3
749800 560.146 355.156 257.109 -28197.9
749900 562.407 358.306 258.146 -28199.4
750000 560.427 357.974 257.237 -28198.6
750100 560.814 356.587 257.415 -28199
750200 559.978 359.792 257.031 -28199.2
750300 559.133 357.592 256.644 -28198.8
750400 558.579 359.279 256.389 -28198.8
750500 560.906 357.906 257.457 -28199.6
750600 560.924 358.935 257.466 -28199.7
750700 560.147 359.324 257.109 -28199.4
750800 559.079 359.543 256.619 -28198.9
750900 559.809 358.099 256.954 -28198.7
751000 561.893 356.677 257.91 -28199.2
751100 561.507 357.681 257.733 -28199.2
751200 559.832 359.52 256.965 -28198.6
751300 560.373 356.869 257.213 -28198.6
751400 562.383 357.02 258.135 -28199.4
751500 560.352 357.842 257.203 -28198.7
751600 560.425 356.295 257.237 -28199
751700 558.397 360.087 256.306 -28198.7
751800 559.294 357.169 256.717 -28199.4
751900 559.312 359.917 256.726 -28200
752000 559.066 360.783 256.613 -28200.3
752100 557.196 357.873 255.754 -28199.5
752200 556.679 360.35 255.517 -28199.5
752300 558.246 360.966 256.236 -28200.2
752400 558.327 358.767 256.274 -28200.1
752500 558.749 361.386 256.467 -28200.2
752600 558.035 357.59 256.14 -28199.3
752700 559.764 360.489 256.933 -28200
752800 558.24 359.126 256.234 -28199.2
752900 560.421 357.732 257.235 -28199.7
753000 559.367 359.186 256.751 -28199.4
753100 558.611 358.847 256.404 -28199.3
753200 559.175 359.537 256.663 -28199.8
753300 558.101 359.405 256.17 -28199.3
753400 560.631 358.374 257.331 -28200.3
753500 557.975 360.109 256.112 -28199.5
753600 556.704 358.669 255.529 -28199.2
753700 558.651 359.252 256.423 -28200
753800 558.742 359.354 256.464 -28199.8
753900 558.515 359.055 256.36 -28199.7
754000 559.866 359.713 256.98 -28200.5
754100 558.131 360.263 256.184 -28199.9
754200 557.968 360.574 256.109 -28200.3
754300 556.076 359.776 255.24 -28199.8
754400 557.146 361.539 255.732 -28200.4
754500 555.378 361.713 254.92 -28199.4
754600 559.549 360.458 256.834 -28200.8
754700 558.277 359.847 256.251 -28199.8
754800 558.43 360.481 256.321 -28199.5
754900 562.512 357.805 258.195 -28200.7
755000 559.263 359.234 256.703 -28199.3
755100 558.668 360.228 256.43 -28199.2
755200 560.086 359.673 257.081 -28199.8
755300 558.472 356.717 256.34 -28199.2
755400 558.414 360.69 256.313 -28199.5
755500 559.218 360.224 256.683 -28200.3
755600 558.054 360.666 256.148 -28199.8
755700 558.344 358.688 256.281 -28200.3
755800 557.781 362.895 256.023 -28200.7
755900 555.203 360.81 254.84 -28199.8
756000 556.59 362.439 255.476 -28200.8
756100 555.547 363.191 254.998 -28200.4
756200 558.751 361.884 256.468 -28201.8
756300 556.058 362.653 255.232 -28200.8
756400 555.844 363.268 255.134 -28201.1
756500 555.11 362.572 254.797 -28200.9
756600 553.08 362.536 253.865 -28200.1
756700 557.601 363.331 255.94 -28201.8
756800 558.643 363.859 256.419 -28201.7
756900 558.444 360.621 256.327 -28200.9
757000 558.077 361.016 256.159 -28200.5
757100 556.684 361.079 255.519 -28200.5
757200 554.743 361.076 254.628 -28199.9
757300 557.684 362.651 255.978 -28201.2
757400 556.344 361.626 255.363 -28200.7
757500 556.889 362.436 255.614 -28201.2
757600 557.192 363.109 255.753 -28201.6
757700 555.284 361.608 254.877 -28201.1
757800 553.525 362.374 254.069 -28200.8
757900 554.112 363.622 254.339 -28201.8
758000 552.451 367.027 253.577 -28201.4
758100 553.5 362.9 254.058 -28201.6
758200 554.52 363.662 254.526 -28201.9
758300 554.86 363.676 254.682 -28202
758400 553.07 363.275 253.861 -28201.1
758500 554.899 362.878 254.7 -28201.8
758600 554.528 364.202 254.53 -28201.9
758700 552.964 363.927 253.812 -28201.5
758800 555.393 365.678 254.927 -28202.7
758900 554.764 364.318 254.638 -28202.3
759000 552.448 364.253 253.575 -28201.3
759100 554.021 363.03 254.297 -28201.8
759200 554.814 363.751 254.661 -28202.3
759300 553.007 365.632 253.832 -28201.8
759400 555.41 365.133 254.935 -28203.1
759500 550.482 365.612 252.673 -28201.1
759600 554.018 365.591 254.296 -28202.7
759700 554.357 364.529 254.452 -28202.6
759800 552.051 366.021 253.393 -28201.5
759900 554.058 363.096 254.314 -28202
760000 554.553 364.533 254.541 -28202.1
760100 554.603 363.752 254.564 -28202.3
760200 552.957 364.499 253.809 -28201.9
760300 555.125 366.573 254.804 -28202.9
760400 552.85 366.6 253.76 -28201.7
760500 552.321 361.512 253.517 -28200.9
760600 556.328 363.052 255.356 -28202.3
760700 556.075 362.953 255.24 -28202.4
760800 552.234 364.815 253.477 -28201.5
760900 552.985 366.322 253.822 -28202.4
761000 553.749 366.175 254.172 -28202.7
761100 554.286 365.552 254.419 -28203
761200 553.065 365.597 253.859 -28202.5
761300 551.134 365.685 252.972 -28201.9
761400 551.561 364.791 253.168 -28202.3
761500 553.811 365.966 254.201 -28203.5
761600 551.175 368.178 252.991 -28202.7
761700 551.701 366.627 253.232 -28203.1
761800 550.842 366.63 252.838 -28202.5
761900 551.727 364.64 253.244 -28202.6
762000 552.371 364.409 253.54 -28202.6
762100 552.564 365.642 253.628 -28202.6
762200 552.732 364.966 253.705 -28202.3
762300 553.125 364.194 253.886 -28202.2
762400 555.389 365.594 254.925 -28203
762500 553.746 364.448 254.171 -28202.1
762600 554.176 365.927 254.368 -28202.6
762700 551.269 363.849 253.034 -28201.8
762800 551.49 365.103 253.135 -28202
762900 553.797 365.299 254.194 -28202.8
763000 552.244 362.637 253.481 -28201.9
763100 554.779 365.307 254.645 -28203.1
763200 550.062 365.774 252.48 -28201.7
763300 552.403 365.674 253.554 -28203.2
763400 550.369 366.949 252.621 -28202.5
763500 550.934 366.655 252.88 -28202.9
763600 553.049 366.918 253.851 -28203.9
763700 550.934 366.899 252.88 -28203.3
763800 549.616 367.381 252.275 -28203.1
763900 549.592 368.017 252.264 -28203.4
764000 550.517 367.928 252.689 -28203.9
764100 549.453 369.03 252.201 -28203.4
764200 552.465 367.417 253.583 -28204.4
764300 549.407 367.642 252.179 -28202.8
764400 552.308 368.241 253.511 -28204
764500 550.4 367.923 252.635 -28203.2
764600 551.362 368.623 253.077 -28203.9
764700 549.556 368.512 252.248 -28202.6
764800 553.634 367.131 254.12 -28203.8
764900 552.668 365.395 253.676 -28202.9
765000 554.361 366.608 254.453 -28203.5
765100 553.015 366.228 253.835 -28203.2
765200 550.111 366.782 252.502 -28202.4
765300 551.306 367.879 253.051 -28203.2
765400 550.703 368.164 252.774 -28203.3
765500 553.107 367.792 253.878 -28204.4
765600 549.593 367.215 252.265 -28202.8
765700 550.87 368.618 252.851 -28203.5
765800 551.402 366.959 253.095 -28203.8
765900 548.734 367.254 251.871 -28203
766000 549.823 369.35 252.37 -28203.7
766100 550.403 368.065 252.637 -28203.6
766200 550.65 365.806 252.75 -28203.3
766300 551.043 368.238 252.93 -28203.5
766400 551.277 367.768 253.038 -28203.4
766500 550.903 366.631 252.866 -28202.9
766600 550.857 365.845 252.845 -28202.7
766700 553.735 367.498 254.166 -28204.1
766800 549.299 366.544 252.13 -28202.5
766900 550.584 367.019 252.719 -28203.4
767000 551.688 369.017 253.226 -28204.1
767100 550.104 369.209 252.499 -28203.6
