LAMMPS data file via write_data, version 3 Mar 2020, timestep = 500018

7104 atoms
3 atom types

9.8792746680040011e-02 9.0899420243317380e+01 xlo xhi
1.3074161173113197e-01 1.0488363990226847e+02 ylo yhi
-5.0665368673000003e+01 5.0065368673000009e+01 zlo zhi

Masses

1 12.0112
2 14.0067
3 12.0112

Atoms # full

3908 4 1 0.0000000000000000e+00 4.0322956227079816e+00 4.4184352879225015e+00 2.6571919925596134e+01 0 1 0
3906 4 1 0.0000000000000000e+00 2.6136250085488477e+00 4.2791670384237603e+00 2.6655471846116569e+01 0 1 0
3853 4 1 0.0000000000000000e+00 4.8937973584060233e+00 3.2070098343413451e+00 2.6439798177358938e+01 0 1 0
3901 4 1 0.0000000000000000e+00 2.0435989248821658e+00 2.9857217668473490e+00 2.6698406782156198e+01 0 1 0
3851 4 1 0.0000000000000000e+00 4.2873344034107115e+00 1.9234857470816165e+00 2.6482264712223227e+01 0 1 0
3847 4 1 0.0000000000000000e+00 2.8302740268606130e+00 1.7909393097445740e+00 2.6719242627903839e+01 0 1 0
3902 4 1 0.0000000000000000e+00 5.5858549308297700e-01 2.9095475365370431e+00 2.6862334884056551e+01 0 1 0
3318 3 2 0.0000000000000000e+00 7.4814433256914215e-01 1.8899472720289188e+00 3.0242610016324917e+01 1 0 0
957 1 3 0.0000000000000000e+00 3.0603732564912329e+00 2.9425226826180140e+00 3.0243664123090113e+01 0 0 0
954 1 3 0.0000000000000000e+00 2.8012276020369509e+00 4.8528891597983681e-01 3.0212178838219828e+01 0 0 0
953 1 3 0.0000000000000000e+00 1.5806288783670632e+00 3.0741026240818847e+00 3.0205646049898220e+01 0 0 0
3360 3 3 0.0000000000000000e+00 9.8956758234959208e-01 4.3625875039888760e+00 3.0265821381971634e+01 1 0 0
956 1 2 0.0000000000000000e+00 3.6477578827753545e+00 1.6629756514418637e+00 3.0088452845784389e+01 0 0 0
952 1 3 0.0000000000000000e+00 1.3715380202976288e+00 5.9570577921205270e-01 3.0325298124131763e+01 0 0 0
3850 4 1 0.0000000000000000e+00 5.0798206327576700e+00 7.2208877294721785e-01 2.6531436907158636e+01 0 1 0
955 1 3 0.0000000000000000e+00 5.0731857117857606e+00 1.5244449024178353e+00 2.9954552535464941e+01 0 0 0
958 1 2 0.0000000000000000e+00 5.3418930179417332e+00 3.9847287464811636e+00 3.0232688951856048e+01 0 0 0
960 1 3 0.0000000000000000e+00 5.9244706768651225e+00 2.6782973447657210e+00 2.9979104083811407e+01 0 0 0
959 1 3 0.0000000000000000e+00 3.9572451829979887e+00 4.1016119752976588e+00 3.0323582535737572e+01 0 0 0
3844 4 1 0.0000000000000000e+00 2.1838255156855730e+00 4.4229069569207252e-01 2.6831677384023294e+01 0 1 0
3845 4 1 0.0000000000000000e+00 7.8011136154925198e-01 4.1939172734642133e-01 2.6947948797273597e+01 0 1 0
915 1 3 0.0000000000000000e+00 5.6870091626055199e+00 2.2595533539633003e-01 2.9889281921423319e+01 0 0 0
961 1 3 0.0000000000000000e+00 6.1223544675683126e+00 5.2334160953934035e+00 3.0218747732112419e+01 0 0 0
3852 4 1 0.0000000000000000e+00 6.2913517122259810e+00 3.3801456449389833e+00 2.6389432363335061e+01 0 1 0
3802 4 1 0.0000000000000000e+00 9.3945591068045715e+00 1.0860828520732155e+00 2.6438270512126707e+01 0 1 0
3862 4 1 0.0000000000000000e+00 1.1224369470892970e+01 5.0420788520072453e+00 2.6574150058129476e+01 0 1 0
3859 4 1 0.0000000000000000e+00 8.3665130106609222e+00 4.7649133128880203e+00 2.6529582602389354e+01 0 1 0
3855 4 1 0.0000000000000000e+00 6.9438184012212849e+00 4.6556148793143608e+00 2.6459754973199423e+01 0 1 0
3857 4 1 0.0000000000000000e+00 1.0687829459937692e+01 3.7060654333132375e+00 2.6516424242451819e+01 0 1 0
3858 4 1 0.0000000000000000e+00 9.1971869060379543e+00 3.6114787699833277e+00 2.6390591154424271e+01 0 1 0
3804 4 1 0.0000000000000000e+00 1.1513162198684590e+01 2.5529440455668553e+00 2.6578154321873456e+01 0 1 0
3856 4 1 0.0000000000000000e+00 8.6049580590350168e+00 2.2628848141691020e+00 2.6356383816415033e+01 0 1 0
3854 4 1 0.0000000000000000e+00 7.1225784920838278e+00 2.1623655202800829e+00 2.6342481020592629e+01 0 1 0
3801 4 1 0.0000000000000000e+00 1.0871022125297433e+01 1.2715163572862336e+00 2.6563466664204043e+01 0 1 0
3849 4 1 0.0000000000000000e+00 6.5440252001121113e+00 8.2661677129335398e-01 2.6483392856118613e+01 0 1 0
964 1 2 0.0000000000000000e+00 8.1409368036425871e+00 3.7776737443896544e+00 3.0025870887962412e+01 0 0 0
963 1 3 0.0000000000000000e+00 9.5997012121737963e+00 3.6611109430071567e+00 3.0065047884482652e+01 0 0 0
923 1 3 0.0000000000000000e+00 1.0231749367457610e+01 2.3633410195936051e+00 3.0054078272170827e+01 0 0 0
920 1 2 0.0000000000000000e+00 9.3777601370192123e+00 1.2115142468968088e+00 3.0061044290396950e+01 0 0 0
962 1 3 0.0000000000000000e+00 7.3903885811519290e+00 2.5973101858350724e+00 2.9923380844859309e+01 0 0 0
921 1 3 0.0000000000000000e+00 7.9532772801112319e+00 1.2647973543293998e+00 2.9946113331256029e+01 0 0 0
927 1 3 0.0000000000000000e+00 1.1612599800351136e+01 2.2370919479422864e+00 3.0068201614595012e+01 0 0 0
970 1 3 0.0000000000000000e+00 1.1805784314413508e+01 4.7400761938965603e+00 3.0053157218712812e+01 0 0 0
968 1 3 0.0000000000000000e+00 1.0365251690593578e+01 4.8673420489604338e+00 3.0152443333619047e+01 0 0 0
965 1 3 0.0000000000000000e+00 7.5424761164776735e+00 5.0805966260802986e+00 3.0140318692773178e+01 0 0 0
3805 4 1 0.0000000000000000e+00 1.3112943422182045e+01 2.0072757258622179e-01 2.6599485211303133e+01 0 1 0
3864 4 1 0.0000000000000000e+00 1.2646036739509308e+01 5.1608264222241251e+00 2.6529502785772394e+01 0 1 0
3815 4 1 0.0000000000000000e+00 1.7754437174792329e+01 4.3750350088698911e+00 2.6682625007886884e+01 0 1 0
3809 4 1 0.0000000000000000e+00 1.4920983731739053e+01 4.1259810772481149e+00 2.6521669400109118e+01 0 1 0
