# Time-averaged data for fix relax3
# TimeStep c_Tup c_Tdown c_allke c_allpe
978700 480.01 435.457 220.326 -28236
978800 481.039 433.686 220.798 -28236.5
978900 480.007 436.416 220.325 -28236.4
979000 478.82 436.791 219.78 -28236.2
979100 478.151 435.415 219.473 -28235.8
979200 479.905 433.981 220.278 -28235.9
979300 481.525 434.175 221.021 -28236.3
979400 480.213 434.025 220.419 -28235.5
979500 481.409 433.572 220.968 -28235.6
979600 481.487 433.874 221.004 -28235.4
979700 482.584 432.661 221.508 -28235.8
979800 480.817 432.655 220.696 -28235.2
979900 480.146 435.017 220.388 -28235.2
980000 480.805 433.354 220.691 -28235.6
980100 483.108 434.033 221.748 -28236.5
980200 480.215 432.095 220.42 -28235.4
980300 479.333 435.885 220.015 -28235.6
980400 479.761 433.533 220.212 -28236
980500 479.771 434.807 220.216 -28236.3
980600 477.661 435.52 219.248 -28235.7
980700 480.889 436.493 220.73 -28237.3
980800 477.576 435.868 219.209 -28235.9
980900 479.505 437.957 220.094 -28236.7
981000 479.847 434.402 220.251 -28236.1
981100 480.464 433.683 220.534 -28235.4
981200 483.098 434.178 221.743 -28236
981300 481.51 434.116 221.015 -28235.1
981400 482.901 433.001 221.653 -28235.5
981500 482.495 431.565 221.466 -28235.1
981600 482.256 433.435 221.357 -28235.4
981700 481.374 434.143 220.952 -28235.5
981800 481.674 434.223 221.09 -28236.1
981900 479.938 434.23 220.293 -28235.9
982000 479.495 435.805 220.09 -28236
982100 479.508 436.628 220.096 -28236.3
982200 479.526 435.602 220.104 -28235.9
982300 480.802 434.5 220.69 -28236.3
982400 480.049 434.7 220.344 -28235.6
982500 480.256 433.142 220.439 -28235.3
982600 481.823 434.468 221.158 -28236.1
982700 481.151 434.952 220.849 -28236.1
982800 480.893 436.101 220.731 -28236.2
982900 481.583 435.398 221.048 -28236.4
983000 480.128 434.215 220.38 -28235.7
983100 481.131 436.343 220.84 -28236.1
983200 479.421 434.118 220.055 -28235.4
983300 480.053 433.968 220.346 -28235.6
983400 482.464 435.105 221.452 -28236.7
983500 481.567 436.094 221.04 -28236.3
983600 478.627 435.257 219.691 -28234.9
983700 482.856 433.787 221.632 -28236.3
983800 480.01 434.032 220.326 -28235.1
983900 480.56 433.104 220.578 -28235.3
984000 481.884 433.366 221.186 -28235.8
984100 482.931 434.062 221.667 -28236.1
984200 480.665 434.342 220.626 -28235.5
984300 480.501 434.284 220.551 -28235.6
984400 479.99 433.833 220.317 -28235.8
984500 479.891 434.195 220.271 -28236.1
984600 479.053 436.42 219.887 -28236.4
984700 477.435 436.231 219.144 -28236
984800 480.028 436.869 220.334 -28237.4
984900 479.728 437.322 220.197 -28237.4
985000 476.89 436.872 218.894 -28236.3
985100 477.902 435.551 219.359 -28236.7
985200 479.246 437.708 219.975 -28237.2
985300 478.057 435.611 219.43 -28236.3
985400 478.477 434.92 219.622 -28236
985500 480.535 435.921 220.567 -28236.7
985600 480.47 436.248 220.537 -28236.5
985700 480.917 434.554 220.742 -28236.6
985800 479.219 435.917 219.963 -28235.9
985900 479.02 435.815 219.871 -28235.8
986000 479.79 433.027 220.225 -28235.7
986100 482.362 432.601 221.405 -28236.5
986200 480.151 436.159 220.391 -28235.5
986300 481.486 433.788 221.003 -28235.9
986400 481.956 433.88 221.219 -28236.4
986500 479.277 435.148 219.989 -28235.8
986600 479.046 435.888 219.884 -28236
986700 480.052 435.081 220.345 -28236.4
986800 479.79 433.915 220.225 -28236.3
986900 479.734 436.691 220.199 -28236.6
987000 478.951 437.244 219.84 -28236.6
987100 479.302 435.096 220.001 -28236.8
987200 478.344 436.464 219.561 -28236.6
987300 478.402 435.3 219.588 -28236.7
987400 477.152 437.524 219.014 -28236.2
987500 478.299 435.265 219.541 -28236.4
987600 480.266 437.13 220.444 -28237
987700 480.389 436.232 220.5 -28236.8
987800 478.715 435.569 219.732 -28235.9
987900 481.081 434.665 220.818 -28236.3
988000 480.288 432.202 220.453 -28235.3
988100 482.642 433.055 221.534 -28236.2
988200 481.387 435.574 220.958 -28236
988300 479.856 434.917 220.255 -28235.6
988400 481.976 433.858 221.228 -28236.3
988500 480.449 434.987 220.528 -28235.8
988600 479.675 435.705 220.172 -28235.8
988700 479.317 433.942 220.008 -28235.7
988800 479.807 433.289 220.233 -28235.7
988900 481.677 436.118 221.091 -28236.2
989000 481.501 432.931 221.01 -28235.9
989100 480.955 434.029 220.76 -28235.9
989200 479.201 435.048 219.955 -28235.4
989300 480.938 434.343 220.752 -28236
989400 479.84 433.129 220.248 -28235.2
989500 480.361 432.501 220.487 -28235.2
989600 483.008 434.735 221.702 -28236.5
989700 480.969 436.59 220.766 -28235.8
989800 481.77 432.35 221.134 -28235.8
989900 481.252 434.447 220.896 -28235.8
990000 480.431 434.514 220.519 -28235.8
990100 479.249 433.743 219.977 -28235.3
990200 481.237 434.411 220.889 -28236.3
990300 480.615 434.875 220.604 -28236.1
990400 480.091 435.564 220.363 -28236.2
990500 479.507 434.665 220.095 -28236
990600 480.262 435.594 220.442 -28236
990700 480.935 433.567 220.75 -28235.8
990800 481.008 432.713 220.784 -28235.4
990900 480.023 433.902 220.332 -28234.9
991000 481.479 433.164 221 -28235.1
991100 481.45 433.452 220.987 -28234.7
991200 485.175 433.443 222.697 -28236
991300 481.839 431.96 221.165 -28234.2
991400 485.263 430.936 222.737 -28235.7
991500 481.202 432.324 220.873 -28234.5
991600 481.298 432.14 220.917 -28235.1
991700 480.552 434.284 220.575 -28235.3
991800 481.229 436.132 220.885 -28236.1
991900 480.84 435.71 220.707 -28236.1
992000 480.291 435.122 220.455 -28235.9
992100 482.205 436.664 221.333 -28236.8
992200 479.291 434.219 219.996 -28235.5
992300 480.455 434.364 220.53 -28235.9
992400 480.199 434.968 220.413 -28235.6
992500 482.022 435.359 221.249 -28236.2
992600 481.683 433.171 221.094 -28236
992700 479.737 435.002 220.201 -28235.2
992800 480.35 433.409 220.482 -28235.6
992900 480.472 435.027 220.538 -28236
993000 480.056 433.921 220.347 -28235.8
993100 481.617 435.346 221.064 -28236.4
993200 479.109 434.458 219.912 -28235.5
993300 481.631 434.475 221.07 -28236.7
993400 478.448 435.691 219.609 -28235.5
993500 479.764 434.721 220.213 -28236.2
993600 479.969 436.847 220.307 -28236.5
993700 478.679 434.82 219.715 -28235.8
993800 480.121 437.033 220.377 -28236.2
993900 481.499 432.257 221.009 -28236.4
994000 481.042 434.804 220.8 -28236.3
994100 478.331 434.424 219.555 -28235.6
994200 479.001 436.778 219.863 -28236.3
994300 478.999 435.654 219.862 -28236.6
994400 479.277 436.33 219.989 -28236.9
994500 479.766 436.918 220.214 -28237.3
994600 476.33 437.027 218.637 -28236.1
994700 479.344 435.931 220.02 -28237.2
994800 477.755 437.691 219.291 -28236.6
994900 479.166 435.493 219.938 -28237.3
995000 477.483 437.213 219.166 -28236.5
995100 477.644 437.229 219.24 -28236.8
995200 478.798 437.358 219.77 -28237.3
995300 476.523 436.469 218.725 -28236.4
995400 478.512 437.105 219.638 -28237
995500 477.335 434.585 219.098 -28236.2
995600 477.611 436.507 219.225 -28236.2
995700 478.071 437.136 219.436 -28236
995800 481.844 434.483 221.168 -28237
995900 480.497 435.041 220.55 -28236.2
996000 480.018 435.457 220.33 -28235.9
996100 480.97 436.422 220.767 -28236.3
996200 479.418 435.689 220.054 -28235.3
996300 481.854 433.628 221.172 -28235.9
996400 482.247 435.001 221.353 -28236.1
996500 482.35 435.191 221.4 -28236.3
996600 480.211 433.318 220.418 -28235.6
996700 479.485 435.396 220.085 -28235.9
996800 479.063 437.379 219.891 -28236.3
996900 478.467 436.208 219.618 -28236
997000 479.775 434.548 220.218 -28235.9
997100 482.381 435.299 221.414 -28236.6
997200 481.331 433.386 220.932 -28236.1
997300 480.148 436.004 220.389 -28235.8
997400 479.422 434.334 220.056 -28235.3
997500 481.37 435.315 220.95 -28236.2
997600 480.835 433.7 220.704 -28236.3
997700 478.422 436.887 219.597 -28235.9
997800 479.083 437.33 219.901 -28236.7
997900 478.048 437.153 219.425 -28236.7
998000 476.603 437.311 218.762 -28236.3
998100 477.365 437.177 219.112 -28236.6
998200 479.341 436.474 220.019 -28237.3
998300 479.273 437.36 219.988 -28236.9
998400 478.886 436.517 219.81 -28236.8
998500 479.297 437.783 219.999 -28237
998600 478.675 435.678 219.713 -28236.6
998700 478.62 436.343 219.688 -28236.5
998800 478.926 436.648 219.828 -28236.6
998900 479.083 436.249 219.9 -28236.8
999000 477.638 436.753 219.237 -28236.1
999100 479.773 436.041 220.217 -28236.7
999200 479.93 435.677 220.289 -28236.8
999300 479.108 436.686 219.912 -28236.2
999400 478.091 433.769 219.445 -28235.5
999500 479.464 434.198 220.075 -28236.2
999600 478.355 436.778 219.566 -28236
999700 478.951 435.343 219.84 -28236.1
999800 481.015 434.497 220.787 -28236.7
999900 480.467 436.317 220.536 -28236.4
1000000 479.075 435.15 219.897 -28235.9
1000100 478.606 435.329 219.682 -28235.9
1000200 480.38 436.162 220.496 -28236.6
1000300 478.91 433.427 219.821 -28235.7
1000400 481.038 436.726 220.798 -28236.7
1000500 479.711 435.412 220.189 -28235.7
1000600 481.516 434.063 221.017 -28236.1
1000700 481.395 436.541 220.962 -28236.4
1000800 479.614 433.593 220.144 -28235.8
1000900 479.076 435.738 219.897 -28236
1001000 477.738 436.278 219.283 -28235.9
1001100 479.722 435.08 220.194 -28236.9
1001200 477.8 437.684 219.311 -28236.4
1001300 478.401 437.666 219.587 -28236.8
1001400 479.866 438.26 220.26 -28237.3
1001500 478.265 434.844 219.525 -28236.2
1001600 478.528 435.227 219.646 -28236.2
1001700 478.81 436.221 219.775 -28236.3
1001800 479.586 436.32 220.131 -28236.3
1001900 480.903 434.425 220.736 -28236.7
1002000 480.081 437.401 220.358 -28236.3
1002100 480.776 434.673 220.678 -28236.6
1002200 478.505 435.301 219.635 -28235.6
1002300 479.567 435.453 220.122 -28236.1
1002400 480.441 436.305 220.524 -28236.2
1002500 481.155 435.681 220.852 -28236.1
1002600 480.419 433.475 220.514 -28235.3
1002700 480.85 435.003 220.711 -28235.5
1002800 483.134 434.044 221.76 -28236.6
1002900 479.255 433.872 219.979 -28235.4
1003000 479.099 435.845 219.908 -28235.8
1003100 479.572 436.748 220.125 -28236.5
1003200 479.777 436.867 220.219 -28236.5
1003300 479.083 434.948 219.901 -28236
1003400 481.319 435.323 220.927 -28236.9
1003500 478.22 435.562 219.504 -28235.7
1003600 478.011 433.963 219.408 -28235.8
1003700 479.149 436.432 219.931 -28236.6
1003800 478.603 436.599 219.68 -28236.3
1003900 479.792 436.026 220.226 -28236.4
1004000 480.645 434.844 220.618 -28236.4
1004100 478.639 435.339 219.697 -28235.3
1004200 480.658 434 220.624 -28235.9
1004300 480.45 433.561 220.528 -28235.5
1004400 481.271 433.681 220.905 -28235.8
1004500 481.795 434.66 221.145 -28236.4
1004600 479.371 435.414 220.033 -28235.7
1004700 479.397 436.461 220.045 -28235.8
1004800 481.564 434.926 221.039 -28236.6
1004900 479.099 435.314 219.908 -28235.6
1005000 480.106 434.329 220.37 -28236
1005100 480.8 434.207 220.689 -28235.9
1005200 478.937 434.519 219.833 -28235.1
1005300 481.211 434.707 220.877 -28236
1005400 480.731 434.4 220.657 -28235.8
1005500 480.103 434.951 220.368 -28235.4
1005600 480.63 432.901 220.61 -28235
1005700 482.698 433.142 221.56 -28235.4
1005800 481.539 432.616 221.028 -28234.8
1005900 482.706 432.395 221.563 -28235.4
1006000 482.808 434.011 221.61 -28235.6
1006100 480.045 432.843 220.342 -28234.7
1006200 482.166 434.386 221.316 -28236.3
1006300 480.634 435.572 220.612 -28235.9
1006400 480.295 434.952 220.457 -28236
1006500 479.611 434.999 220.143 -28235.9
1006600 480.282 436.338 220.451 -28236.4
1006700 478.171 435.331 219.482 -28235.8
1006800 478.58 435.718 219.67 -28236
1006900 481.01 435.149 220.785 -28236.9
1007000 479.862 434.683 220.258 -28236.4
1007100 477.434 435.993 219.143 -28235.5
1007200 479.803 434.892 220.231 -28236.5
1007300 479.647 436.541 220.159 -28236.5
1007400 477.824 433.734 219.323 -28235.6
1007500 479.882 436.324 220.267 -28236.5
1007600 480.542 437.703 220.57 -28236.4
1007700 479.39 432.611 220.042 -28235.3
1007800 481.923 433.712 221.204 -28236.1
1007900 481.32 433.613 220.927 -28235.6
1008000 481.038 434.419 220.798 -28235.9
1008100 480.586 436.6 220.59 -28236.2
1008200 480.393 435.977 220.502 -28236.6
1008300 478.19 436.375 219.49 -28236.1
1008400 479.17 436.565 219.94 -28236.8
1008500 478.189 436.135 219.49 -28236.2
1008600 478.525 435.473 219.644 -28236
1008700 480.578 434.717 220.587 -28236.6
1008800 480.916 436.616 220.742 -28236.9
1008900 478.575 434.877 219.667 -28236.1
1009000 478.057 435.624 219.429 -28236.1
1009100 478.238 436.05 219.513 -28236.1
1009200 480.311 436.963 220.464 -28237
1009300 477.795 435.194 219.309 -28235.8
1009400 478.905 434.733 219.819 -28235.7
1009500 481.315 433.876 220.925 -28236.2
1009600 480.81 433.73 220.693 -28235.7
1009700 481.209 433.921 220.876 -28235.7
1009800 479.966 434.555 220.306 -28235.3
1009900 481.247 435.013 220.894 -28236.2
1010000 481.043 434.935 220.8 -28236
1010100 480.599 435.657 220.596 -28235.9
1010200 480.208 434.741 220.417 -28235.7
1010300 480.606 434.447 220.6 -28236.1
1010400 479.832 435.425 220.244 -28236
1010500 480.221 434.869 220.423 -28236.4
1010600 478.813 436.988 219.776 -28236.5
1010700 478.497 436.759 219.632 -28237.1
1010800 477.297 437.445 219.081 -28237
1010900 478.106 440.202 219.452 -28237.8
1011000 476.473 437.95 218.702 -28237.3
1011100 475.215 437.976 218.125 -28237.1
1011200 475.264 439.219 218.147 -28237.3
1011300 477.062 438.831 218.973 -28237.7
1011400 477.951 437.828 219.381 -28237.8
1011500 476.691 437.356 218.803 -28237.2
1011600 476.614 439.334 218.767 -28237.3
1011700 478.174 438.55 219.483 -28238.2
1011800 474.235 437.364 217.675 -28236.4
1011900 477.934 440.762 219.373 -28238.1
1012000 477.334 438.871 219.098 -28237.5
1012100 479.779 438.208 220.22 -28238.2
1012200 476.861 438.004 218.88 -28237.2
1012300 477.135 439.426 219.006 -28237.6
1012400 477.425 439.176 219.139 -28237.8
1012500 476.058 438.298 218.512 -28237.2
1012600 477.205 438.361 219.038 -28237.8
1012700 476.571 438.832 218.748 -28237.6
1012800 476.663 439.585 218.79 -28238.1
1012900 475.388 439.775 218.205 -28237.8
1013000 476.467 439.47 218.7 -28237.9
1013100 476.816 438.462 218.86 -28238
1013200 475.468 440.016 218.241 -28237.6
1013300 475.745 438.754 218.368 -28237.8
1013400 475.805 439.382 218.396 -28238.2
1013500 475.462 440.429 218.239 -28238.2
1013600 475.58 439.785 218.293 -28238.1
1013700 475.328 441.129 218.177 -28238
1013800 476.258 436.93 218.604 -28238.4
1013900 473.792 438.655 217.472 -28237.1
1014000 476.772 440.597 218.84 -28238.5
1014100 475.785 440.963 218.387 -28238
1014200 477.648 437.568 219.242 -28238.7
1014300 476.301 440.144 218.624 -28238.5
1014400 475.005 439.951 218.029 -28238.1
1014500 474.699 440.598 217.888 -28238.4
1014600 474.043 440.186 217.587 -28238.1
1014700 475.282 441.107 218.156 -28238.1
1014800 476.526 437.294 218.727 -28237.8
1014900 477.313 438.69 219.088 -28237.7
1015000 477.317 437.082 219.09 -28237.7
1015100 477.27 438.013 219.068 -28237.8
1015200 475.593 437.665 218.299 -28237.4
1015300 476.208 437.296 218.581 -28237.9
1015400 474.875 440.39 217.969 -28237.5
1015500 475.761 437.917 218.376 -28238.1
1015600 473.6 440.334 217.384 -28237.8
1015700 475.103 439.556 218.073 -28238.4
1015800 476.268 438.711 218.608 -28238.6
1015900 475.01 438.332 218.031 -28238.1
1016000 474.294 440.795 217.702 -28238.1
1016100 476.164 441.24 218.561 -28238.9
1016200 475.12 439.177 218.081 -28238.4
1016300 475.224 441.115 218.129 -28238.3
1016400 475.718 440.297 218.356 -28238.1
1016500 475.915 437.915 218.446 -28238
1016600 476.496 439.129 218.713 -28238.2
1016700 476.838 439.838 218.87 -28238.4
1016800 475.566 439.289 218.286 -28238.2
1016900 476.004 439.281 218.487 -28238.9
1017000 473.895 441.38 217.519 -28238.5
1017100 473.62 441.505 217.393 -28238.7
1017200 472.84 440.548 217.035 -28238.4
1017300 473.394 441.234 217.289 -28238.7
1017400 475.491 441.426 218.252 -28239.2
1017500 474.071 440.158 217.6 -28238.3
1017600 475.537 440.642 218.273 -28238.6
1017700 476.658 440.139 218.787 -28238.7
1017800 474.986 439.327 218.02 -28237.9
1017900 474.622 438.657 217.853 -28237.8
1018000 475.933 440.296 218.455 -28238.4
1018100 475.709 438.342 218.352 -28238.2
1018200 474.15 439.59 217.636 -28237.7
1018300 475.757 439.338 218.374 -28238.5
1018400 475.717 442.316 218.355 -28238.8
1018500 474.334 439.997 217.721 -28237.9
1018600 476.429 438.751 218.682 -28238.5
1018700 475.68 438.701 218.338 -28238.3
1018800 474.724 440.701 217.9 -28238.2
1018900 475.775 441.072 218.382 -28238.8
1019000 475.644 440.695 218.322 -28238.6
1019100 475.703 439.207 218.349 -28238.2
1019200 474.65 437.894 217.866 -28237.4
1019300 477.01 438.614 218.949 -28238.3
1019400 474.856 437.236 217.96 -28237.5
1019500 474.886 441.463 217.974 -28238.1
1019600 474.049 438.679 217.59 -28238
1019700 475.453 442.023 218.234 -28238.8
1019800 475.629 440.324 218.315 -28238.6
1019900 476.575 439.108 218.749 -28238.4
1020000 475.629 437.484 218.315 -28237.7
1020100 476.977 441.103 218.934 -28238.3
1020200 475.32 437.701 218.173 -28237.7
1020300 474.917 438.877 217.988 -28237.6
1020400 477.062 439.581 218.973 -28238.3
1020500 476.315 439.215 218.63 -28237.8
1020600 476.603 437.271 218.762 -28238.1
1020700 474.793 440.841 217.931 -28237.7
1020800 475.236 438.898 218.135 -28238
1020900 475.524 439.164 218.267 -28238.1
1021000 475.982 440.31 218.477 -28238.1
1021100 478.456 438.284 219.613 -28239.1
1021200 475.063 439.17 218.055 -28237.8
1021300 475.093 440.152 218.069 -28238.2
1021400 475.146 439.77 218.093 -28238.4
1021500 473.581 439.74 217.375 -28237.9
1021600 475.015 441.201 218.033 -28238.9
1021700 475.468 440.612 218.241 -28239.3
1021800 474.333 439.49 217.72 -28239
1021900 472.931 442.923 217.076 -28239
1022000 472.623 442.203 216.935 -28239.1
1022100 472.472 441.972 216.866 -28238.9
1022200 473.144 440.767 217.174 -28238.9
1022300 474.115 442.355 217.62 -28239.2
1022400 474.739 441.47 217.906 -28239.2
1022500 473.727 440.866 217.442 -28238.5
1022600 474.989 441.152 218.021 -28238.8
1022700 476.009 439.463 218.489 -28238.6
1022800 475.406 438.809 218.213 -28238
1022900 475.183 439.43 218.11 -28237.9
1023000 476.471 439.218 218.702 -28238.4
1023100 475.68 439.851 218.339 -28238.5
1023200 474.903 441.428 217.982 -28238.8
1023300 474.889 440.675 217.975 -28239.1
1023400 471.886 439.853 216.597 -28237.8
1023500 475.186 440.946 218.112 -28239.2
1023600 474.594 441.703 217.84 -28239
1023700 473.98 440.522 217.558 -28238.5
1023800 475.311 440.942 218.169 -28239
1023900 474.776 440.826 217.923 -28238.8
1024000 474.8 439.746 217.935 -28239
1024100 472.221 442.579 216.751 -28238.2
1024200 472.56 439.676 216.906 -28238.2
1024300 475.725 441.081 218.359 -28239
1024400 476.283 441.025 218.615 -28238.9
1024500 475.707 439.331 218.351 -28238.6
1024600 475.292 439.812 218.16 -28238.3
1024700 473.478 439.115 217.328 -28237.6
1024800 476.17 440.076 218.563 -28239.1
1024900 473.901 439.244 217.522 -28237.9
1025000 474.624 440.067 217.854 -28238.2
1025100 475.553 442.469 218.28 -28238.9
1025200 476.594 440.3 218.758 -28238.9
1025300 475.568 438.208 218.287 -28238.3
1025400 474.62 443.093 217.852 -28238.4
1025500 474.501 438.934 217.797 -28238
1025600 476.844 439.377 218.873 -28238.3
1025700 476.249 437.092 218.6 -28237.5
1025800 477.677 438.198 219.255 -28237.9
1025900 476.873 438.613 218.886 -28237.5
1026000 475.871 438.152 218.426 -28237
1026100 479.328 437.867 220.013 -28238.5
1026200 476.801 437.238 218.853 -28237.7
1026300 476.436 437.844 218.685 -28237.9
1026400 473.655 440.982 217.409 -28237.7
1026500 474.021 443.222 217.577 -28238.5
1026600 475.591 439.435 218.298 -28239.4
1026700 473.685 442.561 217.423 -28238.8
1026800 475.387 442.617 218.204 -28239.8
1026900 472.021 440.387 216.659 -28238.4
1027000 473.873 441.344 217.509 -28239
1027100 473.289 442.381 217.241 -28238.4
1027200 475.027 439.261 218.039 -28238.6
1027300 476.142 439.225 218.551 -28238.4
1027400 476.119 439.003 218.54 -28237.9
1027500 477.276 439.825 219.071 -28238.3
1027600 477.056 439.001 218.97 -28238.1
1027700 475.966 438.807 218.47 -28237.7
1027800 476.137 439.955 218.548 -28238.1
1027900 474.697 437.625 217.887 -28237.3
1028000 477.867 439.41 219.342 -28238.8
1028100 474.669 439.932 217.875 -28237.8
1028200 475.006 440.194 218.029 -28238.4
1028300 475.028 441.303 218.039 -28238.5
1028400 474.539 439.959 217.815 -28238
1028500 475.426 439.687 218.222 -28238.3
1028600 475.803 439.252 218.395 -28238.1
1028700 477.189 438.471 219.031 -28238.4
1028800 476.436 437.614 218.686 -28238.3
1028900 474.655 439.769 217.868 -28238.1
1029000 473.403 441.096 217.293 -28238
1029100 475.222 439.654 218.128 -28238.9
1029200 475.225 441.622 218.13 -28238.9
1029300 474.731 438.491 217.903 -28238.7
1029400 474.877 441.497 217.97 -28239
1029500 472.551 440.126 216.902 -28237.9
1029600 474.84 438.803 217.953 -28238.8
1029700 473.61 439.606 217.388 -28238.2
1029800 475.429 440.906 218.223 -28239.1
1029900 474.878 441.293 217.97 -28239.1
1030000 473.522 440.998 217.348 -28238.8
1030100 472.292 441.363 216.783 -28238.3
1030200 474.022 440.776 217.577 -28238.7
1030300 475.486 440.089 218.249 -28239.1
1030400 474.604 438.42 217.845 -28238.6
1030500 473.689 441.738 217.424 -28238.4
1030600 474.676 439.794 217.877 -28238.9
1030700 474.63 441.827 217.856 -28239
1030800 473.634 440.61 217.399 -28238.4
1030900 474.516 441.046 217.804 -28238.6
1031000 474.989 439.292 218.021 -28238.8
1031100 474.244 441.627 217.679 -28238.7
1031200 474.952 442.212 218.004 -28239.4
1031300 473.939 440.021 217.539 -28239.2
1031400 472.266 441.971 216.771 -28238.6
1031500 474.351 442.171 217.728 -28239.5
1031600 473.644 441.596 217.404 -28239.3
1031700 474.065 441.216 217.597 -28239.7
1031800 470.812 443.237 216.104 -28238.5
1031900 473.452 441.864 217.316 -28239.8
1032000 473.332 442.881 217.261 -28239.8
1032100 471.968 443.227 216.635 -28239.3
1032200 474.455 443.632 217.776 -28240.5
1032300 471.16 442.988 216.264 -28239
1032400 473.547 443 217.359 -28239.9
1032500 473.425 442.803 217.303 -28239.7
1032600 471.983 441.745 216.641 -28239.1
1032700 472.297 442.769 216.786 -28239.3
1032800 471.94 442.827 216.622 -28239
1032900 474.216 442.592 217.667 -28239.4
1033000 474.415 440.202 217.758 -28238.7
1033100 477.071 441.241 218.977 -28239.7
1033200 473.802 442.399 217.477 -28238.3
1033300 475.198 438.501 218.117 -28238.8
1033400 474.591 441.868 217.839 -28238.8
1033500 472.71 440.13 216.975 -28238.1
1033600 475.039 440.476 218.044 -28239.2
1033700 474.633 441.231 217.858 -28239.3
1033800 473.114 442.406 217.161 -28239
1033900 472.847 442.704 217.038 -28238.9
1034000 473.362 440.21 217.274 -28238.9
1034100 474.122 442.494 217.623 -28239
1034200 474.148 440.087 217.635 -28238.8
1034300 473.81 439.147 217.48 -28238.5
1034400 474.052 440.684 217.591 -28238.4
1034500 474.942 440.547 218 -28238.7
1034600 474.402 440.494 217.752 -28238.3
1034700 474.491 438.243 217.793 -28238.1
1034800 475.154 440.462 218.097 -28238.2
1034900 476.069 439.088 218.517 -28238.5
1035000 476.313 438.822 218.629 -28238.6
1035100 474.688 440.435 217.883 -28238.2
1035200 473.246 439.846 217.221 -28237.9
1035300 475.943 441.847 218.459 -28239.3
1035400 474.431 440.492 217.765 -28238.9
1035500 474.089 441.195 217.608 -28239
1035600 473.712 442.424 217.435 -28239.1
1035700 472.729 440.515 216.984 -28238.7
1035800 473.298 442.386 217.245 -28239
1035900 473.087 440.333 217.148 -28238.3
1036000 475.491 439.502 218.252 -28238.8
1036100 474.738 439.867 217.906 -28238.3
1036200 476.6 440.506 218.761 -28239.2
1036300 472.766 440.876 217.001 -28237.7
1036400 475.836 440.846 218.41 -28239
1036500 473.784 440.273 217.468 -28238.2
1036600 475.21 441.698 218.122 -28238.9
1036700 476.103 440.808 218.533 -28239.3
1036800 473.296 440.886 217.244 -28238.2
1036900 474.568 441.74 217.828 -28239.2
1037000 472.744 441.104 216.991 -28238.7
1037100 473.608 443.177 217.387 -28238.9
1037200 474.707 440.06 217.892 -28238.9
1037300 475.292 440.566 218.16 -28238.9
1037400 474.116 440.757 217.62 -28238.6
1037500 474.392 441.817 217.747 -28239.2
1037600 473.059 443.9 217.135 -28238.9
1037700 473.705 442.321 217.432 -28238.9
1037800 474.559 440.415 217.824 -28238.8
1037900 473.826 441.947 217.488 -28238.5
1038000 475.12 440.964 218.081 -28238.7
1038100 476.636 438.81 218.777 -28239.1
1038200 473.614 438.983 217.39 -28237.9
1038300 475.132 441.063 218.087 -28238.6
1038400 473.984 439.271 217.56 -28238.3
1038500 473.368 442.192 217.277 -28238.2
1038600 474.339 440.735 217.723 -28238.2
1038700 476.497 438.462 218.714 -28238.5
1038800 476.481 439.276 218.706 -28238.2
1038900 476.974 438.99 218.932 -28238.6
1039000 474.348 440.166 217.727 -28238
1039100 474.322 441.312 217.715 -28238.2
1039200 474.747 439.712 217.91 -28238.5
1039300 475.139 439.839 218.09 -28238.8
1039400 474.073 441.685 217.601 -28238.9
1039500 473.351 442.779 217.269 -28239
1039600 472.725 440.704 216.982 -28238.6
1039700 474.633 440.228 217.858 -28239.1
1039800 473.283 440.008 217.238 -28238.3
1039900 475.531 440.76 218.27 -28239.4
1040000 473.079 441.516 217.145 -28238.7
1040100 472.977 440.766 217.098 -28238.6
1040200 473.758 440.687 217.456 -28238.9
1040300 473.653 441.082 217.408 -28239
1040400 473.02 441.825 217.117 -28238.9
1040500 473.999 440.78 217.567 -28239.2
1040600 473.597 443.045 217.382 -28239.1
1040700 473.162 441.087 217.183 -28238.8
1040800 474.843 442.24 217.954 -28239.6
1040900 473.345 442.105 217.267 -28239
1041000 473.339 440.972 217.264 -28239.2
1041100 472.713 442.454 216.976 -28239
1041200 472.766 440.765 217.001 -28238.9
1041300 474.58 441.93 217.833 -28239.7
1041400 473.517 442.4 217.346 -28239.4
1041500 472.303 443.437 216.788 -28239.4
1041600 471.363 444.11 216.357 -28239.2
1041700 474.101 443.063 217.614 -28240.1
1041800 473.69 443.285 217.425 -28239.9
1041900 472.443 442.51 216.853 -28239.4
1042000 471.464 443.763 216.403 -28239.1
1042100 472.696 441.819 216.969 -28239.5
1042200 473.497 442.158 217.337 -28239.6
1042300 472.466 442.82 216.863 -28239.1
1042400 472.752 441.127 216.994 -28238.8
1042500 473.842 441.981 217.495 -28239
1042600 473.49 440.77 217.333 -28238.8
1042700 474.083 441.419 217.605 -28239
1042800 474.466 440.735 217.781 -28239.2
1042900 473.606 441.874 217.386 -28238.9
1043000 474.015 443.585 217.574 -28239
1043100 473.941 439.76 217.54 -28238.9
1043200 473.035 441.506 217.124 -28238.4
1043300 474.674 440.072 217.877 -28239
1043400 474.248 442.783 217.681 -28238.7
1043500 474.623 440.365 217.853 -28238.9
1043600 474.005 441.585 217.57 -28238.7
